System,PC1,PC2
WT,-2.603250,3.196880
WT,-2.856430,4.628230
WT,-2.358860,5.390370
WT,-3.149920,2.721240
WT,-4.137320,2.202350
WT,-3.371000,3.542170
WT,-2.426570,2.716830
WT,-3.921300,1.516410
WT,-3.710050,0.511700
WT,-3.075260,0.152930
WT,-3.794970,1.701280
WT,-2.904550,0.060130
WT,-2.779480,-0.645980
WT,-3.015150,-1.271140
WT,-3.139020,-1.916780
WT,-3.648630,-3.292690
WT,-3.648370,-2.558380
WT,-3.112020,-0.050910
WT,-3.443050,0.415700
WT,-3.930550,-1.130060
WT,-3.212580,0.626660
WT,-4.319630,-2.051270
WT,-4.431370,-1.042000
WT,-5.109360,-2.289940
WT,-3.639030,-2.728150
WT,-4.551020,-4.264250
WT,-3.623460,-2.150280
WT,-3.976520,-1.060320
WT,-3.824520,-0.281410
WT,-3.975160,-1.926280
WT,-3.453080,1.001830
WT,-3.318310,1.864520
WT,-2.727200,0.661890
WT,-2.802590,-0.906310
WT,-3.054110,-1.859770
WT,-3.477180,-0.348730
WT,-4.092050,1.439650
WT,-4.546540,0.334670
WT,-3.880240,-0.353820
WT,-4.485220,0.532740
WT,-4.008660,2.172250
WT,-4.366400,1.608630
WT,-4.259030,2.140980
WT,-3.875620,1.105670
WT,-3.126690,3.898150
WT,-3.762580,4.169810
WT,-3.657350,3.953090
WT,-3.462570,2.606670
WT,-3.852240,2.857880
WT,-3.921830,4.624330
WT,-4.603440,1.858030
WT,-3.553240,4.158340
WT,-4.137190,2.357650
WT,-2.805410,4.262700
WT,-2.462100,6.236440
WT,-2.769710,5.460210
WT,-3.307950,4.383740
WT,-3.653050,5.404400
WT,-4.466710,5.340880
WT,-3.217850,5.935780
WT,-3.380220,7.515750
WT,-3.393420,7.119170
WT,-3.574010,6.508950
WT,-2.980880,7.449860
WT,-3.342600,7.494640
WT,-3.043310,5.898670
WT,-2.948270,5.377860
WT,-2.748000,4.649800
WT,-2.777110,4.355940
WT,-3.070150,3.721510
WT,-3.614160,3.767370
WT,-3.295510,2.836790
WT,-3.600750,4.165830
WT,-2.672470,4.289400
WT,-3.354590,3.966000
WT,-3.149080,4.924350
WT,-3.870040,2.384310
WT,-3.208390,2.877640
WT,-3.074780,2.594250
WT,-3.106270,-0.013780
WT,-3.206000,-0.522590
WT,-2.676590,-0.913900
WT,-3.194830,-0.472530
WT,-2.307090,-2.697550
WT,-3.478110,-3.587090
WT,-1.801680,-2.074050
WT,-3.011790,-1.762880
WT,-3.155160,-1.876060
WT,-4.079220,-5.013330
WT,-2.719640,-4.187760
WT,-2.482420,-2.816910
WT,-1.969600,2.260350
WT,-1.724930,1.808650
WT,-1.846240,5.516370
WT,-2.010080,4.141880
WT,-2.776530,3.137080
WT,-2.261970,6.797910
WT,-2.090210,6.137060
WT,-2.835630,3.121320
WT,-2.644010,4.178960
WT,-1.671900,5.939970
WT,-1.919640,4.731780
WT,-2.560940,1.995400
WT,-1.690830,5.619860
WT,-1.844190,5.955190
WT,-2.709410,4.718530
WT,-3.178510,1.606710
WT,-3.010030,1.384690
WT,-2.789570,-1.613860
WT,-2.202360,-4.386290
WT,-1.616580,-6.807430
WT,-0.509030,-5.786860
WT,-1.459040,-4.277920
WT,-2.597530,-4.883130
WT,-4.235260,-5.717700
WT,-3.616810,-4.971060
WT,-3.702160,-5.022980
WT,-3.814740,-5.580280
WT,-2.515170,-2.859300
WT,-2.575480,-0.691670
WT,-2.822060,0.199610
WT,-3.449690,-2.233250
WT,-3.386680,-2.029820
WT,-3.950840,-1.740160
WT,-3.663610,-4.521990
WT,-3.200750,-4.825210
WT,-3.128460,-3.155400
WT,-4.288530,-4.766030
WT,-3.892670,-1.498380
WT,-2.845860,-2.200830
WT,-2.500280,-1.951130
WT,-2.716950,-2.719780
WT,-2.792640,0.097890
WT,-2.892680,-1.243970
WT,-3.226290,-1.672000
WT,-3.216880,-3.573040
WT,-2.408900,-3.385960
WT,-2.741440,-2.530590
WT,-4.032290,-2.431820
WT,-4.088360,-3.987170
WT,-3.634530,-4.472060
WT,-3.469370,-5.486110
WT,-3.916730,-5.108030
WT,-3.636930,-5.870200
WT,-4.072510,-5.303770
WT,-3.964310,-3.692560
WT,-4.215590,-5.797770
WT,-3.615430,-3.750180
WT,-3.194220,-2.671880
WT,-3.835650,-2.629160
WT,-3.859430,-0.591800
WT,-4.168870,-1.453120
WT,-5.027520,-5.304580
WT,-3.933860,-5.595510
WT,-3.690300,-6.111960
WT,-3.656650,-4.200560
WT,-2.710740,-5.277090
WT,-2.395930,-4.173620
WT,-2.351690,-3.135630
WT,-2.142530,-1.195320
WT,-3.367350,1.219770
WT,-2.897260,3.636690
WT,-3.225660,0.742090
WT,-3.173440,1.906780
WT,-3.285040,-1.684470
WT,-3.876960,-0.774820
WT,-3.406570,0.018000
WT,-2.551640,5.746270
WT,-2.721400,4.884940
WT,-3.785880,4.794420
WT,-3.486340,3.900170
WT,-2.833940,2.661940
WT,-3.301550,1.197690
WT,-3.864640,0.256170
WT,-3.739100,-1.154500
WT,-3.410760,-1.219320
WT,-3.845340,-2.854050
WT,-2.836590,-2.420560
WT,-3.872580,-4.063850
WT,-3.880750,-1.992630
WT,-4.169000,-3.728530
WT,-4.203670,-5.146060
WT,-3.331660,-0.616480
WT,-1.876900,3.145380
WT,-2.846000,1.657440
WT,-3.824900,-1.842050
WT,-2.562930,0.955620
WT,-3.007030,-0.408370
WT,-2.195790,-0.645770
WT,-2.982270,-1.158860
WT,-2.443540,0.612850
WT,-2.256840,-0.170930
WT,-2.078860,1.446810
WT,-3.231110,-1.887270
WT,-3.565270,-1.861590
WT,-3.630370,-1.570230
WT,-3.665270,-2.094680
WT,-3.291070,-1.926000
WT,-3.339360,-2.901440
WT,-3.088920,-2.235860
WT,-3.920820,-3.112650
WT,-3.553420,-1.859670
WT,-3.574820,-0.464520
WT,-4.336900,-1.671200
WT,-3.826670,0.679680
WT,-3.813240,-1.175630
WT,-4.147230,-2.589560
WT,-3.634180,0.188980
WT,-3.281890,0.268010
WT,-3.855180,-0.899180
WT,-3.491720,-0.896120
WT,-3.224900,-1.063280
WT,-2.727680,1.759190
WT,-0.958210,3.395130
WT,-1.711920,1.825190
WT,-2.020050,2.837340
WT,-3.246260,-0.052780
WT,-2.928680,1.858790
WT,-3.586960,2.075580
WT,-4.188800,0.126820
WT,-2.683700,-3.347200
WT,-4.247250,-2.746900
WT,-3.564930,-1.950410
WT,-4.130810,-2.337540
WT,-3.250130,-2.249770
WT,-3.675950,-3.482280
WT,-4.171020,-2.580560
WT,-3.499560,-0.388240
WT,-2.683750,-0.179380
WT,-2.868820,-0.783100
WT,-4.384810,-2.464540
WT,-4.582550,-0.875890
WT,-4.673630,-2.642210
WT,-5.471220,-3.649130
WT,-5.679930,-1.896120
WT,-5.608860,-3.039270
WT,-5.439370,-1.907160
WT,-5.203120,-0.593110
WT,-5.020390,-1.313680
WT,-5.422890,-1.341530
WT,-5.488850,-2.118440
WT,-5.570990,-2.736940
WT,-4.638970,0.003460
WT,-4.378100,0.077790
WT,-3.653370,-1.066200
WT,-3.892030,-1.899280
WT,-4.255090,-0.353870
WT,-4.273250,-1.698550
WT,-4.602060,-2.212490
WT,-5.251100,-3.185500
WT,-4.894680,-1.372820
WT,-4.424530,-1.893490
WT,-4.426190,-1.124200
WT,-4.241720,-1.560620
WT,-4.420230,-0.858880
WT,-3.086200,1.136290
WT,-3.732770,1.984690
WT,-3.888890,1.424820
WT,-3.523510,3.216840
WT,-3.126210,2.995100
WT,-3.409000,3.202930
WT,-3.195950,5.798510
WT,-3.961880,3.547680
WT,-3.703390,2.567690
WT,-3.955960,2.536580
WT,-3.068760,3.697260
WT,-3.538160,2.124860
WT,-4.212120,3.750170
WT,-4.397650,4.781050
WT,-4.725400,2.849540
WT,-4.173170,2.887230
WT,-5.677430,-1.343250
WT,-5.303150,0.804440
WT,-5.842160,1.367090
WT,-5.192640,2.558070
WT,-5.504480,1.575910
WT,-5.670520,0.939360
WT,-5.329260,1.540240
WT,-5.986590,-2.155160
WT,-6.242590,-0.611360
WT,-4.817340,2.621480
WT,-4.924220,1.600470
WT,-4.793830,0.794120
WT,-5.120660,1.551720
WT,-4.461450,1.975440
WT,-4.653170,3.044530
WT,-4.855590,4.297640
WT,-5.167290,1.303750
WT,-5.292040,0.838220
WT,-5.915080,0.171340
WT,-5.878090,0.458630
WT,-5.146450,2.948700
WT,-5.482420,1.963300
WT,-5.089700,1.413730
WT,-4.792410,3.608820
WT,-5.507210,0.700060
WT,-5.252080,2.127880
WT,-4.664090,2.152440
WT,-4.512790,2.451870
WT,-5.187580,2.040830
WT,-4.899900,3.598450
WT,-3.644640,5.789450
WT,-3.892130,4.179730
WT,-3.654950,4.798730
WT,-4.420730,2.353210
WT,-4.674490,2.765820
WT,-4.930620,0.810800
WT,-4.862320,0.834360
WT,-5.214250,0.538900
WT,-4.756930,1.240100
WT,-4.584030,1.717290
WT,-5.270310,1.325610
WT,-5.696920,1.765630
WT,-6.713610,0.553280
WT,-6.143740,1.793920
WT,-5.690190,2.216860
WT,-5.271650,2.509700
WT,-4.895460,2.431020
WT,-3.749410,6.259300
WT,-4.869180,3.565450
WT,-4.078200,4.868760
WT,-5.646220,1.929520
WT,-5.707360,1.562430
WT,-6.343870,2.339650
WT,-6.929720,2.965200
WT,-6.265240,2.498000
WT,-6.453150,2.834050
WT,-5.768910,4.995230
WT,-7.026060,3.643190
WT,-6.018780,3.264920
WT,-6.397780,1.648810
WT,-6.976170,1.655490
WT,-6.522390,3.263230
WT,-6.503570,2.313870
WT,-7.020700,2.349870
WT,-6.041700,2.963600
WT,-6.044660,3.511150
WT,-6.960500,2.590980
WT,-6.174670,2.273710
WT,-7.030640,2.180490
WT,-6.233850,4.479570
WT,-5.805950,4.301340
WT,-5.666690,3.870170
WT,-6.150570,2.516610
WT,-6.129500,3.728810
WT,-6.474210,2.078420
WT,-6.757730,2.665990
WT,-6.421400,2.333840
WT,-6.812960,-0.008290
WT,-7.159370,1.072590
WT,-6.094250,1.813770
WT,-6.388700,1.194400
WT,-6.798030,0.879440
WT,-6.949970,0.421450
WT,-6.938100,0.431990
WT,-7.395340,0.600090
WT,-6.786560,0.340770
WT,-6.749710,3.473880
WT,-6.835050,2.534580
WT,-6.874420,2.750170
WT,-7.001350,1.574920
WT,-7.375690,1.092280
WT,-6.925540,1.884150
WT,-6.328220,2.777220
WT,-6.285450,2.741470
WT,-6.443270,3.617830
WT,-6.312030,2.981320
WT,-5.995480,2.891380
WT,-6.300400,1.906720
WT,-6.561540,1.536550
WT,-6.831550,2.870030
WT,-6.561970,2.657110
WT,-6.501660,3.408620
WT,-6.083930,2.252980
WT,-6.090080,3.080950
WT,-5.666780,4.383390
WT,-5.520640,3.455240
WT,-5.793300,3.787030
WT,-6.224580,2.099540
WT,-6.516850,2.004450
WT,-6.106400,1.198710
WT,-5.438640,2.088680
WT,-6.742960,1.052220
WT,-5.969910,1.326020
WT,-5.739740,1.848490
WT,-5.160320,5.411240
WT,-4.784230,6.095940
WT,-4.969330,5.030220
WT,-5.511620,5.777210
WT,-4.778860,5.108350
WT,-5.183080,6.084580
WT,-4.950960,7.007100
WT,-4.033320,7.634170
WT,-4.150150,7.101540
WT,-4.816730,6.940670
WT,-5.067330,7.172070
WT,-5.161440,5.310920
WT,-4.884770,6.439260
WT,-5.161220,5.671530
WT,-5.347540,6.104420
WT,-5.554450,4.618670
WT,-5.015160,3.619030
WT,-4.594330,3.726140
WT,-5.029560,4.467820
WT,-3.642450,7.053630
WT,-4.493190,5.242020
WT,-4.995000,5.620580
WT,-3.761530,6.843980
WT,-4.455150,6.691970
WT,-5.354050,5.505370
WT,-5.273780,5.678910
WT,-5.797930,4.483740
WT,-5.541570,4.818580
WT,-5.364280,4.901090
WT,45.943100,19.282700
WT,-4.482720,5.420440
WT,-5.339920,4.235040
WT,-5.570970,5.014390
WT,-4.358980,5.054330
WT,-4.840640,4.678230
WT,-5.219750,3.895340
WT,-4.711900,4.859320
WT,-5.771090,3.500370
WT,-5.382890,2.964960
WT,-5.109560,3.067050
WT,-4.242060,4.441960
WT,-4.925570,4.873190
WT,-4.336990,5.121420
WT,-4.734750,6.196570
WT,-5.125600,5.867160
WT,-5.291400,5.315610
WT,-5.456760,6.226790
WT,-4.317480,6.768610
WT,-4.896300,6.802780
WT,-5.072470,7.631760
WT,-3.929040,8.490040
WT,-5.184450,5.540250
WT,-4.632610,7.550620
WT,-4.342920,8.513580
WT,-3.419160,9.588560
WT,-4.095730,7.761170
WT,-3.953330,8.114180
WT,-3.730850,9.307080
WT,-3.754260,9.728120
WT,-2.644200,10.354800
WT,-2.839510,10.339830
WT,-2.163360,12.534630
WT,-3.006020,11.248700
WT,-3.621400,10.084730
WT,-3.181510,10.232180
WT,-4.532270,10.924680
WT,-3.728220,10.065410
WT,-3.603410,9.176300
WT,-4.147300,9.605050
WT,-3.435590,9.498600
WT,-3.855540,7.385010
WT,-4.305770,8.197870
WT,-4.105990,8.147860
WT,-4.496040,7.416310
WT,-4.278150,7.151040
WT,-4.984000,6.163500
WT,-5.431940,5.275640
WT,-4.211940,6.542080
WT,-4.955370,7.047800
WT,-5.302460,4.756300
WT,-5.609660,5.288810
WT,-5.916480,4.014100
WT,-5.466490,6.226970
WT,-5.863350,5.507020
WT,-4.830330,6.361590
WT,-4.461500,7.824710
WT,-4.406870,9.041970
WT,-4.729740,9.174170
WT,-4.582890,6.523630
WT,-4.565460,8.020150
WT,-4.585840,7.805820
WT,-4.287640,8.010580
WT,-3.402310,8.864680
WT,-4.771140,7.262210
WT,-5.000630,5.741340
WT,-5.235030,5.546150
WT,-3.961930,6.532890
WT,-3.737270,6.427770
WT,-2.942440,8.053880
WT,-3.767420,6.851790
WT,-4.365390,5.020030
WT,-3.994190,5.936100
WT,-4.500310,5.037660
WT,-4.803390,4.998590
WT,-4.903240,5.016230
WT,-5.017870,5.978810
WT,-5.392350,4.726210
WT,-5.202610,4.736390
WT,-4.290180,6.494160
WT,-5.652780,5.617650
WT,-5.268020,4.922000
WT,-5.115470,5.160690
WT,-4.249170,6.734600
WT,-5.450420,4.609070
WT,-5.045610,5.187940
WT,-4.463500,5.713530
WT,-4.215510,4.488560
WT,-4.290000,3.409130
WT,-5.231500,4.523700
WT,-3.993310,3.410120
WT,-4.618560,2.596190
WT,-4.296950,3.204160
WT,-3.690370,5.516150
WT,-5.235680,1.042330
WT,-4.672770,2.969360
WT,-3.875170,2.341100
WT,-3.475910,3.923350
WT,-4.044560,2.529970
WT,-3.821330,3.061990
WT,-3.826240,3.937400
WT,-4.936310,2.250730
WT,-5.279710,2.211790
WT,-4.916910,0.537020
WT,-3.912020,1.285910
WT,-5.232230,0.559410
WT,-5.684720,-1.385830
WT,-5.379150,-0.139640
WT,-6.142960,-0.984010
WT,-6.111060,0.778540
WT,-5.539940,2.207730
WT,-5.880640,3.231320
WT,-5.911620,0.395450
WT,-5.724040,0.012380
WT,-5.276390,-0.254390
WT,-5.061420,0.963860
WT,-5.511050,-0.067490
WT,-4.704190,0.853370
WT,-3.917090,1.633490
WT,-4.265920,-1.038000
WT,-4.552670,1.073830
WT,-4.851490,-0.590780
WT,-3.815470,1.452260
WT,-4.967140,0.655450
WT,-5.189760,-0.657840
WT,-4.375220,-0.871590
WT,-2.961910,1.753790
WT,-2.361980,3.462780
WT,-1.929120,3.909340
WT,-2.046450,4.582200
WT,-1.153210,3.992040
WT,-2.049320,2.269500
WT,-2.105270,3.618060
WT,-2.266970,2.825590
WT,-3.113960,2.161130
WT,-2.149310,3.983130
WT,-2.575190,3.310100
WT,-2.434800,3.964780
WT,-2.009150,5.523430
WT,-2.803070,4.385440
WT,-3.851390,1.983950
WT,-3.557070,1.569090
WT,-2.776530,0.377950
WT,-2.539440,-1.167520
WT,-1.501840,0.041250
WT,-1.995260,0.956810
WT,-0.942160,-3.107020
WT,-2.026040,-4.634160
WT,-1.100220,-4.569260
WT,-3.697520,-5.738990
WT,-3.198420,-5.514990
WT,-2.657360,-4.622950
WT,-2.682750,-6.031980
WT,-2.479030,-2.928400
WT,-0.858630,-2.891840
WT,-2.279410,-4.832060
WT,-2.271000,-4.431280
WT,-3.155740,-6.830710
WT,-2.730730,-9.719570
WT,-1.509390,-7.475800
WT,-2.473890,-5.119570
WT,-3.006920,-6.285590
WT,-2.391910,-5.481780
WT,-2.143260,-3.310200
WT,-1.811430,-5.575390
WT,-2.022950,-6.363860
WT,-1.984160,-7.318740
WT,-1.894480,-4.002150
WT,-0.955490,-2.644900
WT,-2.177960,-3.256580
WT,-1.318770,-2.077520
WT,-1.980050,1.440220
WT,-4.061750,-3.008000
WT,-2.848930,-3.618370
WT,-2.117330,-3.243460
WT,-2.109780,-5.539570
WT,-1.607570,-4.276810
WT,-1.886150,-1.369660
WT,-2.088070,-4.086950
WT,-2.299570,-2.899610
WT,-2.038850,-4.823220
WT,-1.466940,-8.334400
WT,-1.829180,-9.615200
WT,-2.595000,-8.204140
WT,-1.111430,-10.639180
WT,-1.946750,-9.382760
WT,-2.415700,-12.132340
WT,-2.457280,-11.452800
WT,-2.424410,-9.901040
WT,-1.548240,-5.150750
WT,-0.575100,-5.194370
WT,-1.900480,-6.788270
WT,-2.845820,-6.192880
WT,-3.006380,-8.293360
WT,-3.481600,-6.060900
WT,-3.398250,-6.377960
WT,-2.693690,-7.243210
WT,-2.747130,-9.758030
WT,-2.282670,-9.339400
WT,-3.892670,-5.224680
WT,-3.659080,-6.422980
WT,-3.232140,-3.033730
WT,54.975620,10.162040
WT,-3.147050,-4.812010
WT,-4.427050,-1.266310
WT,57.490960,8.381980
WT,58.241200,10.278490
WT,-2.649810,-3.063490
WT,55.953060,10.645900
WT,56.204040,10.948250
WT,55.504330,8.501470
WT,57.970630,9.192260
WT,59.070980,8.067540
WT,59.929490,9.389110
WT,-2.933740,-11.431250
WT,61.774710,3.627720
WT,61.963690,1.988110
WT,62.192800,1.321280
WT,62.961240,-3.051980
WT,62.394670,-5.794730
WT,62.806720,-3.827290
WT,62.321230,-6.471670
WT,61.902810,-5.188920
WT,63.493410,-1.540080
WT,65.173140,0.300530
WT,64.422000,0.273540
WT,65.017050,-2.909100
WT,64.264660,1.762070
WT,63.885280,3.614350
WT,64.215190,0.981840
WT,62.293700,2.989990
WT,61.485970,1.594570
WT,64.345000,3.129760
WT,63.578610,5.995460
WT,62.651370,6.050710
WT,63.043530,6.886790
WT,62.238240,2.713550
WT,62.988350,1.322360
WT,61.233280,1.848630
WT,61.278600,5.188450
WT,60.298390,1.749460
WT,63.660190,-0.179700
WT,65.204760,2.028680
WT,66.359990,0.926980
WT,66.766750,2.887490
WT,65.813020,2.681720
WT,65.856830,1.454890
WT,66.717960,-1.169640
WT,66.737770,-3.730360
WT,66.488370,-1.730430
WT,67.487550,-2.888050
WT,66.610850,-1.022270
WT,66.703990,1.593230
WT,67.728160,0.793660
WT,67.569090,1.767320
WT,67.541030,-0.760280
WT,-3.235300,-8.277350
WT,-3.036640,-11.500440
WT,-1.239440,-10.084120
WT,68.681980,-1.136040
WT,70.827060,-1.673110
WT,0.016650,-13.728950
WT,65.019360,-5.997950
WT,-1.313710,-13.408050
WT,70.997860,-2.537800
WT,69.728520,-2.512440
WT,68.513530,-3.526850
WT,68.559330,-4.595780
WT,66.050180,-6.564870
WT,62.346500,-8.728020
WT,66.257300,-6.054680
WT,68.260400,-4.835880
WT,69.584290,-2.495890
WT,69.129330,-3.062600
WT,71.715500,0.281820
WT,-1.259310,-23.207600
WT,-1.062370,-23.892670
WT,-0.903540,-23.079880
WT,-1.976010,-19.276070
WT,64.361520,-4.090800
WT,-1.788110,-14.296220
WT,63.701900,-3.838060
WT,63.576590,-2.959120
WT,61.655720,-1.606440
WT,61.743660,-2.713210
WT,58.919350,-5.000110
WT,59.819800,-4.764790
WT,58.114910,-4.401140
WT,55.898780,-7.357050
WT,56.403260,-7.153940
WT,57.087200,-7.866300
WT,55.098480,-9.692340
WT,55.527920,-8.152770
WT,55.481520,-2.383820
WT,1.099550,-17.798150
WT,49.964910,-8.458010
WT,1.589270,-18.318740
WT,46.836770,-7.103790
WT,48.135200,-8.866750
WT,44.126410,-9.349950
WT,49.700930,-8.374900
WT,48.865560,-8.880540
WT,45.002920,-9.376060
WT,45.211710,-8.877010
WT,47.447250,-8.658540
WT,47.395020,-9.367850
WT,56.210500,-5.265420
WT,52.881640,-6.271670
WT,4.049490,-18.855400
WT,55.638790,-6.747120
WT,54.750100,-5.934100
WT,58.252270,-5.180650
WT,4.058970,-18.040240
WT,57.036350,-5.968530
WT,55.618900,-5.530180
WT,3.158900,-19.770850
WT,2.093110,-20.007680
WT,60.713030,-3.907060
WT,63.001860,-3.115160
WT,63.551590,-2.761060
WT,61.781320,-1.891350
WT,1.656520,-23.017750
WT,64.991930,1.786660
WT,0.570680,-21.355750
WT,0.651270,-19.723740
WT,0.096540,-18.998170
WT,70.403700,-0.247240
WT,0.177620,-17.829530
WT,1.082880,-19.181510
WT,0.055150,-21.477430
WT,-1.185140,-20.705250
WT,76.722530,2.938250
WT,-2.285100,-20.750110
WT,-1.131160,-21.061660
WT,-3.788090,-20.967360
WT,-2.569890,-21.851750
WT,-1.506720,-23.456890
WT,-2.937010,-23.224590
WT,-3.242200,-23.920110
WT,-2.237900,-25.076070
WT,-2.570710,-24.158330
WT,-1.490180,-24.863910
WT,-2.377310,-22.551830
WT,-1.712240,-24.912570
WT,-0.364750,-25.566970
WT,-1.251700,-26.046470
WT,-1.935270,-24.087270
WT,-2.258500,-22.563010
WT,-2.475030,-22.691370
WT,-2.031790,-24.435530
WT,-2.632730,-24.265550
WT,-3.345040,-23.034830
WT,-2.838280,-23.997960
WT,-1.898120,-25.398080
WT,-2.204920,-24.306490
WT,-1.525920,-24.189640
WT,-2.361890,-23.220780
WT,-2.442130,-22.813540
WT,-4.020540,-20.257090
WT,-3.365120,-18.901290
WT,-3.370960,-20.291800
WT,-3.126320,-21.980860
WT,-2.868010,-21.972100
WT,-3.792270,-22.481000
WT,-4.385700,-21.195990
WT,-4.635460,-21.633340
WT,-3.604170,-21.991510
WT,-3.984960,-20.125440
WT,-3.862490,-21.005260
WT,-4.779170,-22.836580
WT,-4.376160,-23.236910
WT,-3.840790,-24.557700
WT,-4.544760,-23.928220
WT,-3.540600,-22.877940
WT,-3.977650,-25.017520
WT,-4.972080,-23.757300
WT,-4.249610,-24.155470
WT,-3.973480,-25.094260
WT,-4.499270,-24.626200
WT,-4.375160,-24.808570
WT,-3.664000,-24.765790
WT,-5.003670,-24.683020
WT,-4.868380,-24.275080
WT,-5.128420,-23.302910
WT,-5.713320,-24.772750
WT,-5.124690,-24.477910
WT,-4.725960,-24.418220
WT,-4.970960,-24.644870
WT,-4.320730,-25.868750
WT,-4.222350,-24.984480
WT,-4.485260,-25.761940
WT,-4.708180,-25.422740
WT,-5.021770,-24.799790
WT,-4.451200,-25.536280
WT,-4.918850,-24.969590
WT,-4.230920,-26.313340
WT,-4.355280,-25.090370
WT,-4.516670,-25.878060
WT,-4.495360,-26.419300
WT,-4.378470,-25.030650
WT,-5.334130,-24.719780
WT,-4.919020,-25.347170
WT,-4.470560,-25.578850
WT,-4.824430,-24.716750
WT,-3.987530,-25.282670
WT,-5.376210,-23.557170
WT,-5.598360,-22.956050
WT,-6.253240,-23.039020
WT,-5.726460,-23.522010
WT,-6.245310,-21.960060
WT,-5.569990,-22.669040
WT,-5.131930,-23.662160
WT,-6.255550,-24.142130
WT,-6.159390,-22.695040
WT,-5.022180,-24.283590
WT,-4.417470,-23.699610
WT,-4.607040,-24.810240
WT,-4.377780,-25.256570
WT,-4.996020,-23.603650
WT,-4.674780,-23.964050
WT,-5.183000,-24.728600
WT,-4.942810,-24.120000
WT,-4.543320,-25.411230
WT,-4.301800,-25.487240
WT,-4.618380,-25.054480
WT,-3.919980,-26.361660
WT,-3.834460,-25.616130
WT,-3.998800,-26.789310
WT,-3.653460,-26.905360
WT,-4.064790,-24.910860
WT,-3.842920,-25.199750
WT,-3.982590,-24.811190
WT,-4.411970,-26.175340
WT,-4.273940,-25.176020
WT,-3.376190,-25.132690
WT,-3.364450,-26.534000
WT,-4.426240,-25.271030
WT,-4.126550,-23.946030
WT,-4.187020,-24.456170
WT,-4.373920,-23.925120
WT,-4.326470,-24.965970
WT,-5.405470,-22.449440
WT,-5.330170,-23.080390
WT,-5.215440,-24.158820
WT,-4.844890,-23.576860
WT,-5.021170,-24.718920
WT,-4.224170,-24.110320
WT,-5.001790,-21.571320
WT,-4.587460,-21.784850
WT,-4.563110,-22.855780
WT,-3.852870,-24.114880
WT,-4.260630,-23.707390
WT,-4.544230,-23.008580
WT,-3.991850,-24.023100
WT,-4.404300,-23.278330
WT,-3.928650,-24.344280
WT,-4.727350,-22.779040
WT,-4.516490,-24.129320
WT,-4.609120,-23.073690
WT,-4.632290,-22.623140
WT,-3.860620,-24.152160
WT,-3.732480,-23.097560
WT,-4.418730,-22.685240
WT,-4.843240,-22.919800
WT,-4.274840,-21.795850
WT,-5.073290,-23.854590
WT,-4.103640,-23.955830
WT,-4.459130,-24.365590
WT,-4.025150,-25.360710
WT,-4.962660,-22.995160
WT,-4.596570,-23.630740
WT,-4.420850,-24.569780
WT,-4.426750,-24.961610
WT,-4.552090,-23.835470
WT,-4.582830,-24.321180
WT,-4.770740,-24.492050
WT,-4.647660,-24.185940
WT,-5.032640,-22.980090
WT,-5.195400,-22.606010
WT,-4.677330,-23.910180
WT,-4.610280,-23.828020
WT,-4.578630,-23.141740
WT,-4.489040,-23.755470
WT,-3.841400,-24.741290
WT,-4.668110,-23.828550
WT,-3.706790,-23.966050
WT,-4.407270,-23.429140
WT,-4.978830,-21.582240
WT,-5.183770,-22.445940
WT,-5.545450,-22.409570
WT,-4.979020,-22.549200
WT,-5.218850,-23.504070
WT,-5.065340,-21.901850
WT,-4.784360,-22.350650
WT,-4.791830,-22.102280
WT,-5.007180,-23.572510
WT,-4.353270,-23.249820
WT,-4.646650,-23.134970
WT,-4.104260,-22.982690
WT,-4.824250,-23.039990
WT,-4.146250,-24.637830
WT,-4.127130,-25.085730
WT,-4.308010,-26.268690
WT,-3.789510,-26.240860
WT,-4.480730,-25.085230
WT,-3.978180,-23.459150
WT,-4.439860,-23.246430
WT,-4.432800,-22.368080
WT,-4.513660,-22.947650
WT,-4.256720,-23.771580
WT,-4.210100,-22.603440
WT,-4.039040,-23.924770
WT,-4.413840,-23.592340
WT,-4.312720,-22.660940
WT,-4.872510,-21.998910
WT,-4.979600,-22.883540
WT,-5.301050,-23.020150
WT,-4.344830,-22.500030
WT,-4.692130,-23.091380
WT,-4.635370,-22.396600
WT,-4.792000,-23.211960
WT,-4.494570,-23.456910
WT,-4.151160,-25.228560
WT,-4.531450,-22.266230
WT,-3.920640,-23.680190
WT,-4.183220,-24.395620
WT,-4.179270,-24.611310
WT,-4.849390,-24.442080
WT,-4.334000,-24.406200
WT,-4.674740,-23.774380
WT,-4.578770,-24.398070
WT,-4.450440,-24.606060
WT,-4.031500,-24.761890
WT,-4.310150,-23.936150
WT,-4.428670,-22.608680
WT,-4.496610,-24.504310
WT,-4.873740,-22.190320
WT,-4.380870,-22.596180
WT,-4.105450,-22.992490
WT,-4.464730,-23.772920
WT,-3.982820,-24.525520
WT,-4.648660,-23.367830
WT,-4.311550,-23.998090
WT,-4.168140,-22.709470
WT,-4.583610,-24.538510
WT,-4.141260,-24.185490
WT,-4.745340,-22.928540
WT,-4.931750,-22.374190
WT,-4.553560,-22.993150
WT,-4.543370,-23.267990
WT,-4.635200,-23.252990
WT,-4.830440,-23.656610
WT,-4.999980,-23.498340
WT,-5.345810,-20.601480
WT,-4.639720,-22.583150
