System,PC1,PC2
T110A_D111A,-14.218200,-1.220420
T110A_D111A,-14.023210,-1.486490
T110A_D111A,-14.033950,-1.359360
T110A_D111A,-14.386400,-1.421990
T110A_D111A,-14.503650,-1.015570
T110A_D111A,-14.258050,-1.062210
T110A_D111A,-14.562250,-1.565200
T110A_D111A,-14.098610,-1.156270
T110A_D111A,-14.182640,-1.292360
T110A_D111A,-13.864250,-1.260120
T110A_D111A,-14.149540,-0.686580
T110A_D111A,-13.916650,-0.939930
T110A_D111A,-14.206660,-1.123240
T110A_D111A,-14.063450,-0.866340
T110A_D111A,-14.327120,-1.045430
T110A_D111A,48.115090,-21.906290
T110A_D111A,-13.918090,-1.155510
T110A_D111A,-14.065260,-0.811500
T110A_D111A,-13.739560,-1.204880
T110A_D111A,-13.400620,-0.571790
T110A_D111A,-13.107720,0.388090
T110A_D111A,-13.542900,-0.696930
T110A_D111A,-13.809790,-0.150910
T110A_D111A,-14.110100,-1.025510
T110A_D111A,-13.815700,-1.272550
T110A_D111A,-13.860530,-0.428390
T110A_D111A,-13.763770,-1.196250
T110A_D111A,-13.100300,-0.617500
T110A_D111A,-13.583800,-1.464940
T110A_D111A,-13.679840,-0.568220
T110A_D111A,-14.108090,-0.868240
T110A_D111A,-13.930350,-0.736990
T110A_D111A,-13.847910,-0.508800
T110A_D111A,-13.901540,-0.538870
T110A_D111A,-13.575870,-1.207200
T110A_D111A,-14.365260,-1.247340
T110A_D111A,-13.697620,-0.487540
T110A_D111A,47.349720,-31.408880
T110A_D111A,47.966700,-31.524760
T110A_D111A,47.798570,-31.559930
T110A_D111A,47.396870,-30.852940
T110A_D111A,-13.693490,-0.614330
T110A_D111A,46.570300,-31.205900
T110A_D111A,46.740200,-29.124580
T110A_D111A,47.274480,-25.446650
T110A_D111A,47.691330,-28.018310
T110A_D111A,48.604720,-22.648920
T110A_D111A,48.804330,-16.501930
T110A_D111A,48.483630,-20.479760
T110A_D111A,-13.288520,-0.576400
T110A_D111A,48.785440,-26.501890
T110A_D111A,-13.725360,-1.052300
T110A_D111A,-13.515010,-1.065180
T110A_D111A,-13.429920,-1.275610
T110A_D111A,-13.842640,-0.402630
T110A_D111A,-14.274240,-0.862710
T110A_D111A,47.871380,-11.674580
T110A_D111A,47.748010,-16.780510
T110A_D111A,46.864940,-10.620400
T110A_D111A,47.756530,-8.127510
T110A_D111A,47.315600,-13.772920
T110A_D111A,47.814580,-16.528410
T110A_D111A,48.041500,-3.032580
T110A_D111A,47.958000,-9.684710
T110A_D111A,48.061130,-8.854060
T110A_D111A,48.298270,-14.620180
T110A_D111A,47.735100,-19.453980
T110A_D111A,48.088230,-19.103170
T110A_D111A,48.652870,-7.630330
T110A_D111A,47.812810,-8.692220
T110A_D111A,47.246560,-18.296340
T110A_D111A,49.055100,-5.000220
T110A_D111A,49.532960,8.710350
T110A_D111A,49.050240,5.072390
T110A_D111A,49.097210,25.337200
T110A_D111A,48.986430,28.949230
T110A_D111A,49.260040,13.644190
T110A_D111A,49.268780,14.440480
T110A_D111A,49.680230,11.711260
T110A_D111A,49.137170,-0.186010
T110A_D111A,47.181490,-25.925880
T110A_D111A,47.119400,-25.628420
T110A_D111A,46.007790,-28.394310
T110A_D111A,47.243580,-24.186760
T110A_D111A,49.027360,-12.732340
T110A_D111A,47.660040,-23.714320
T110A_D111A,46.968990,-29.107560
T110A_D111A,46.299970,-24.988130
T110A_D111A,47.022680,1.685350
T110A_D111A,48.008780,17.529730
T110A_D111A,45.786460,-25.261350
T110A_D111A,47.245860,27.189500
T110A_D111A,47.242970,4.207300
T110A_D111A,49.588730,29.733370
T110A_D111A,50.084760,21.402720
T110A_D111A,50.682640,14.345110
T110A_D111A,48.972650,-7.184470
T110A_D111A,48.908310,-17.342030
T110A_D111A,47.048820,-14.819620
T110A_D111A,46.805130,-5.936780
T110A_D111A,50.279350,27.959120
T110A_D111A,49.974430,27.359950
T110A_D111A,46.524170,-7.432370
T110A_D111A,47.371280,6.053140
T110A_D111A,50.932980,25.312060
T110A_D111A,49.235440,-11.089240
T110A_D111A,46.089570,-25.033190
T110A_D111A,47.532350,-24.070690
T110A_D111A,47.254960,-26.533660
T110A_D111A,47.253440,-30.595940
T110A_D111A,47.481470,-28.557540
T110A_D111A,47.303410,-24.829210
T110A_D111A,46.846700,-30.632270
T110A_D111A,47.089790,-29.542120
T110A_D111A,-13.851270,-0.536770
T110A_D111A,48.076160,-17.393100
T110A_D111A,47.435760,-26.559040
T110A_D111A,46.754250,-29.960010
T110A_D111A,46.830630,-31.065530
T110A_D111A,46.901020,-30.350030
T110A_D111A,49.301220,-8.269700
T110A_D111A,49.640410,29.539530
T110A_D111A,49.202960,-9.966060
T110A_D111A,49.342640,-7.211070
T110A_D111A,47.034300,-26.156310
T110A_D111A,50.498330,24.441350
T110A_D111A,48.500660,30.407120
T110A_D111A,50.666860,4.587350
T110A_D111A,50.234830,28.926000
T110A_D111A,51.313180,24.324900
T110A_D111A,48.839230,30.731950
T110A_D111A,49.155750,24.424100
T110A_D111A,47.943160,29.326250
T110A_D111A,48.355220,28.747620
T110A_D111A,47.513450,31.275720
T110A_D111A,48.143610,22.997610
T110A_D111A,46.535290,30.252220
T110A_D111A,45.612800,31.957740
T110A_D111A,45.682690,32.672350
T110A_D111A,-14.402220,-1.397890
T110A_D111A,46.034900,29.983390
T110A_D111A,-14.102120,-1.596870
T110A_D111A,47.210300,19.464450
T110A_D111A,-14.075290,-1.202300
T110A_D111A,-14.419590,-1.960820
T110A_D111A,47.490240,17.173560
T110A_D111A,47.541430,16.164190
T110A_D111A,-14.649400,-1.177660
T110A_D111A,-14.339160,-0.960460
T110A_D111A,47.573100,5.599300
T110A_D111A,47.600620,4.189810
T110A_D111A,47.809470,19.099470
T110A_D111A,47.617450,6.764180
T110A_D111A,-14.766420,-1.968800
T110A_D111A,-14.434100,-1.066030
T110A_D111A,-14.569710,-1.236930
T110A_D111A,48.036760,-1.000100
T110A_D111A,48.013080,-6.673440
T110A_D111A,-14.035760,-1.240060
T110A_D111A,46.847080,30.404170
T110A_D111A,-14.369620,-0.916870
T110A_D111A,47.685240,-5.943790
T110A_D111A,46.848360,29.907180
T110A_D111A,47.839570,22.161400
T110A_D111A,47.434940,26.912820
T110A_D111A,45.839390,32.014170
T110A_D111A,47.930920,26.047560
T110A_D111A,46.952550,29.066310
T110A_D111A,46.352260,31.563100
T110A_D111A,48.109130,13.726270
T110A_D111A,47.932610,7.758020
T110A_D111A,48.177090,28.882520
T110A_D111A,48.350550,28.215900
T110A_D111A,48.419580,28.726410
T110A_D111A,48.893500,15.593050
T110A_D111A,49.942600,24.714670
T110A_D111A,49.993340,21.453360
T110A_D111A,49.325900,29.450100
T110A_D111A,49.013510,28.975750
T110A_D111A,48.924150,26.053250
T110A_D111A,48.959790,27.332640
T110A_D111A,47.640920,29.559880
T110A_D111A,45.359550,-23.436980
T110A_D111A,47.720850,31.495590
T110A_D111A,46.266020,26.965000
T110A_D111A,43.139760,23.146570
T110A_D111A,-13.904090,-0.267840
T110A_D111A,-14.033100,-0.391160
T110A_D111A,43.348170,14.186620
T110A_D111A,42.867480,15.185960
T110A_D111A,-13.900500,-0.875970
T110A_D111A,-14.449400,-0.187540
T110A_D111A,43.664200,24.329120
T110A_D111A,-13.842390,0.088210
T110A_D111A,-14.085820,-0.694010
T110A_D111A,-13.885810,-0.720360
T110A_D111A,47.114730,-26.555630
T110A_D111A,-14.072610,-0.751650
T110A_D111A,-14.353030,-0.994740
T110A_D111A,-14.006360,-0.539270
T110A_D111A,49.636810,11.164960
T110A_D111A,46.551860,28.788770
T110A_D111A,-14.273420,-0.240810
T110A_D111A,48.965710,-16.882630
T110A_D111A,-14.474740,-0.752350
T110A_D111A,-14.338600,-0.311040
T110A_D111A,-14.133010,-0.865850
T110A_D111A,-14.205240,-0.605040
T110A_D111A,-13.644160,-0.549840
T110A_D111A,-13.631620,-0.749330
T110A_D111A,-14.080110,-0.816220
T110A_D111A,50.797580,22.505060
T110A_D111A,45.887260,-6.529520
T110A_D111A,48.119920,22.206640
T110A_D111A,43.888370,-8.019070
T110A_D111A,47.286230,21.156160
T110A_D111A,-14.397190,-0.246030
T110A_D111A,51.280160,5.721160
T110A_D111A,51.423820,24.275330
T110A_D111A,47.352420,-11.439290
T110A_D111A,51.370370,23.886710
T110A_D111A,50.573780,23.719950
T110A_D111A,49.299130,16.573650
T110A_D111A,50.130780,16.668330
T110A_D111A,50.564460,24.102620
T110A_D111A,49.280450,16.753300
T110A_D111A,-14.112390,-1.448280
T110A_D111A,50.466580,27.644900
T110A_D111A,50.563590,25.366010
T110A_D111A,49.916960,27.407390
T110A_D111A,49.278640,27.859950
T110A_D111A,50.180910,24.021380
T110A_D111A,50.971080,25.316830
T110A_D111A,51.137940,24.177550
T110A_D111A,50.883630,22.697230
T110A_D111A,51.567320,21.131780
T110A_D111A,-14.009370,-1.231680
T110A_D111A,-14.104560,-1.759070
T110A_D111A,-14.161280,-1.249410
T110A_D111A,-14.334020,-0.823670
T110A_D111A,51.816190,23.972220
T110A_D111A,48.117330,11.149580
T110A_D111A,-14.852830,-1.123370
T110A_D111A,-14.548110,-1.400240
T110A_D111A,-14.637640,-1.432750
T110A_D111A,48.339380,20.015070
T110A_D111A,45.987190,-24.656900
T110A_D111A,46.003220,-25.773620
T110A_D111A,48.942490,-7.774140
T110A_D111A,49.212810,29.408080
T110A_D111A,-14.685820,-1.858510
T110A_D111A,-14.470560,-2.635440
T110A_D111A,-14.272310,-2.272420
T110A_D111A,-14.664060,-2.035240
T110A_D111A,-15.086630,-1.703290
T110A_D111A,-14.751230,-1.769060
T110A_D111A,-14.263740,-2.282070
T110A_D111A,45.882120,-21.461070
T110A_D111A,-14.319340,-2.092600
T110A_D111A,48.768640,-8.592780
T110A_D111A,-14.320120,-2.365520
T110A_D111A,-13.979450,-2.022430
T110A_D111A,-14.301490,-1.417850
T110A_D111A,-14.306160,-2.408780
T110A_D111A,-14.323610,-1.680950
T110A_D111A,-14.772820,-1.678810
T110A_D111A,-14.393210,-1.400340
T110A_D111A,-14.384640,-1.626110
T110A_D111A,-14.230580,-1.531350
T110A_D111A,-14.408050,-1.711250
T110A_D111A,-14.617500,-1.751130
T110A_D111A,-14.670070,-1.448470
T110A_D111A,48.282400,-0.084000
T110A_D111A,-14.396010,-1.584590
T110A_D111A,-14.567350,-1.316090
T110A_D111A,-14.345880,-1.991220
T110A_D111A,-14.660210,-2.015340
T110A_D111A,-14.646000,-1.839010
T110A_D111A,-14.624610,-2.073890
T110A_D111A,-14.007640,-2.020070
T110A_D111A,-14.249300,-2.115300
T110A_D111A,-14.603780,-1.779290
T110A_D111A,-13.810400,-1.872370
T110A_D111A,-14.483100,-1.681710
T110A_D111A,-14.081610,-1.799900
T110A_D111A,-14.313720,-1.271410
T110A_D111A,-14.284860,-2.612820
T110A_D111A,-14.021230,-2.408480
T110A_D111A,-14.095370,-2.139450
T110A_D111A,-14.351430,-1.978590
T110A_D111A,-14.460410,-1.576800
T110A_D111A,-14.947900,-1.989890
T110A_D111A,-14.650720,-1.593230
T110A_D111A,-14.742170,-1.064840
T110A_D111A,-14.204310,-1.844210
T110A_D111A,-13.968300,-1.799440
T110A_D111A,-14.168560,-1.078080
T110A_D111A,-13.745250,-0.618130
T110A_D111A,-13.877550,-2.111330
T110A_D111A,-14.121530,-1.791230
T110A_D111A,-13.897790,-1.326640
T110A_D111A,-14.166680,-1.504500
T110A_D111A,-14.095970,-1.762140
T110A_D111A,-13.401690,-1.449290
T110A_D111A,47.928990,-3.860670
T110A_D111A,49.968430,15.489850
T110A_D111A,49.819080,-2.494420
T110A_D111A,51.886510,19.791600
T110A_D111A,51.308960,15.148220
T110A_D111A,51.826700,17.829940
T110A_D111A,50.631280,8.504160
T110A_D111A,49.952030,6.337500
T110A_D111A,50.777630,13.534520
T110A_D111A,51.583350,15.769460
T110A_D111A,49.549890,11.593570
T110A_D111A,49.301680,4.369150
T110A_D111A,49.868320,7.427690
T110A_D111A,-13.914610,-1.896300
T110A_D111A,49.244610,8.017410
T110A_D111A,49.129740,5.065060
T110A_D111A,-12.995840,-2.299460
T110A_D111A,51.216020,15.515900
T110A_D111A,46.608410,-19.560100
T110A_D111A,47.888840,-13.241070
T110A_D111A,47.184640,-15.327420
T110A_D111A,46.774960,-15.250900
T110A_D111A,49.451890,-1.871540
T110A_D111A,50.826970,17.287610
T110A_D111A,50.809080,15.290930
T110A_D111A,50.630170,12.223190
T110A_D111A,49.153780,8.017150
T110A_D111A,49.712110,8.988400
T110A_D111A,49.298780,9.189090
T110A_D111A,-14.109860,-1.446800
T110A_D111A,-14.065760,-2.027000
T110A_D111A,-14.299930,-1.577120
T110A_D111A,49.120360,0.332100
T110A_D111A,50.551190,13.876580
T110A_D111A,49.293990,4.827270
T110A_D111A,48.695400,-1.306180
T110A_D111A,-14.570330,-1.623140
T110A_D111A,-14.077240,-1.929420
T110A_D111A,-14.006510,-1.392490
T110A_D111A,-14.241060,-1.971980
T110A_D111A,-14.032770,-1.618280
T110A_D111A,-14.313030,-2.122270
T110A_D111A,-14.220500,-1.689610
T110A_D111A,-14.409860,-1.228140
T110A_D111A,-14.475300,-1.779340
T110A_D111A,-14.242630,-1.832120
T110A_D111A,-14.489820,-1.803850
T110A_D111A,47.153240,-23.450030
T110A_D111A,48.259250,-16.349550
T110A_D111A,46.709930,-23.854190
T110A_D111A,47.086010,-25.870770
T110A_D111A,47.017740,-23.856810
T110A_D111A,-14.901470,-1.861720
T110A_D111A,-14.491250,-1.938300
T110A_D111A,-14.501160,-1.950490
T110A_D111A,-14.714700,-2.107960
T110A_D111A,-14.446920,-1.698060
T110A_D111A,-14.677800,-1.384540
T110A_D111A,46.546580,-30.186200
T110A_D111A,46.255360,-27.514890
T110A_D111A,46.206560,-18.517750
T110A_D111A,45.951130,-9.291840
T110A_D111A,45.622710,-25.296650
T110A_D111A,44.426130,-11.889580
T110A_D111A,46.231040,3.595700
T110A_D111A,49.194220,28.359680
T110A_D111A,46.564690,-7.070600
T110A_D111A,45.645240,-18.234290
T110A_D111A,45.567010,-20.660990
T110A_D111A,48.856200,20.419150
T110A_D111A,48.114000,18.594360
T110A_D111A,48.625170,23.528480
T110A_D111A,45.526640,-11.280900
T110A_D111A,50.000600,-8.115410
T110A_D111A,51.181170,10.923110
T110A_D111A,49.621310,29.908140
T110A_D111A,50.800970,8.386950
T110A_D111A,49.754100,26.993400
T110A_D111A,50.306840,7.667380
T110A_D111A,46.859070,-27.500260
T110A_D111A,47.389480,-22.952410
T110A_D111A,49.985370,19.715640
T110A_D111A,48.833710,-10.322940
T110A_D111A,48.532600,-14.984960
T110A_D111A,47.858450,-23.383560
T110A_D111A,45.788060,-27.502050
T110A_D111A,47.093160,-25.827130
T110A_D111A,48.508170,-13.074300
T110A_D111A,45.454830,5.936180
T110A_D111A,46.474430,-29.321610
T110A_D111A,49.599030,0.404640
T110A_D111A,49.798290,19.373140
T110A_D111A,49.630970,12.511790
T110A_D111A,48.907170,-14.969320
T110A_D111A,47.880370,-27.012590
T110A_D111A,47.255690,-30.134200
T110A_D111A,-15.142090,-1.100110
T110A_D111A,-14.673190,-1.228550
T110A_D111A,46.971430,-31.787580
T110A_D111A,-15.033860,-1.703960
T110A_D111A,-14.375560,-1.279630
T110A_D111A,-14.656220,-0.677130
T110A_D111A,-14.294400,-0.674060
T110A_D111A,47.206870,-28.286770
T110A_D111A,45.947560,-28.838790
T110A_D111A,-14.363920,-0.210800
T110A_D111A,-14.019290,-0.474680
T110A_D111A,-14.332510,-1.121670
T110A_D111A,-14.037770,-1.061000
T110A_D111A,-14.176950,-1.503290
T110A_D111A,-14.582760,-1.497990
T110A_D111A,-14.354890,-1.275730
T110A_D111A,-14.435990,-1.003410
T110A_D111A,-14.111970,-2.089780
T110A_D111A,-14.450300,-1.971280
T110A_D111A,-14.306890,-1.993860
T110A_D111A,-14.394770,-1.319460
T110A_D111A,-13.952930,-1.461710
T110A_D111A,-14.484690,-1.435210
T110A_D111A,-14.509760,-1.842280
T110A_D111A,-14.190530,-0.994450
T110A_D111A,-14.253830,-1.431140
T110A_D111A,-13.551610,-0.949030
T110A_D111A,-14.010110,-1.469570
T110A_D111A,-14.532270,-1.379150
T110A_D111A,-14.514460,-0.922370
T110A_D111A,-14.689980,-1.095990
T110A_D111A,-14.491380,-1.104300
T110A_D111A,-14.860500,-1.573420
T110A_D111A,-14.926400,-1.366730
T110A_D111A,-14.989080,-0.670640
T110A_D111A,-15.167290,-0.143760
T110A_D111A,-14.700240,-0.821400
T110A_D111A,-14.679150,-1.325330
T110A_D111A,-14.882320,-1.371680
T110A_D111A,-14.641350,-1.619190
T110A_D111A,-15.447950,-0.821610
T110A_D111A,-14.681860,-2.438240
T110A_D111A,-14.277560,-2.035260
T110A_D111A,-14.570920,-1.547790
T110A_D111A,-14.770170,-1.487610
T110A_D111A,-14.565560,-1.452630
T110A_D111A,-14.722000,-1.711650
T110A_D111A,-14.178650,-1.394690
T110A_D111A,47.293270,-6.971940
T110A_D111A,47.158650,0.137150
T110A_D111A,-15.030390,-1.727180
T110A_D111A,-14.942600,-1.080710
T110A_D111A,-14.859560,-1.489280
T110A_D111A,-14.624550,-1.189730
T110A_D111A,-14.489500,-1.325440
T110A_D111A,-14.650100,-1.426320
T110A_D111A,-14.637760,-0.830900
T110A_D111A,-14.637530,-0.608530
T110A_D111A,-14.377810,-0.564200
T110A_D111A,-14.699080,-1.117990
T110A_D111A,-15.110060,-1.382730
T110A_D111A,-14.511660,-0.810590
T110A_D111A,-15.198530,-1.146490
T110A_D111A,-15.325370,-1.145680
T110A_D111A,-15.074320,-1.755880
T110A_D111A,-14.704130,-1.674580
T110A_D111A,-14.170000,-1.939920
T110A_D111A,-14.451400,-1.863510
T110A_D111A,-14.417550,-1.274710
T110A_D111A,-14.406160,-1.523490
T110A_D111A,-14.447350,-0.963660
T110A_D111A,-14.184110,-1.700910
T110A_D111A,-14.077160,-1.115300
T110A_D111A,-14.766850,-1.532510
T110A_D111A,-14.286830,-0.998080
T110A_D111A,-14.013100,-1.406640
T110A_D111A,-14.179450,-0.610790
T110A_D111A,-14.587530,-1.061020
T110A_D111A,-14.438010,-1.622760
T110A_D111A,-14.071430,-1.275330
T110A_D111A,-14.069810,-1.187010
T110A_D111A,-14.270920,-1.385510
T110A_D111A,-14.421260,-2.000520
T110A_D111A,-14.060080,-1.094960
T110A_D111A,-13.841120,-1.624910
T110A_D111A,-14.286230,-1.643890
T110A_D111A,-14.340240,-1.209490
T110A_D111A,-14.493130,-0.839250
T110A_D111A,-14.823100,-0.773210
T110A_D111A,-14.555460,-1.375630
T110A_D111A,-14.664940,-0.376280
T110A_D111A,-14.531930,-1.104170
T110A_D111A,-14.654770,-0.759900
T110A_D111A,-14.605270,-0.934460
T110A_D111A,-14.318680,-0.774940
T110A_D111A,-13.992150,-1.001520
T110A_D111A,-14.356380,-0.847600
T110A_D111A,-14.202700,-0.700670
T110A_D111A,-14.029150,-1.029170
T110A_D111A,-14.393620,-0.946200
T110A_D111A,-14.388520,-0.686650
T110A_D111A,-14.037920,-1.049520
T110A_D111A,-14.145260,-1.061720
T110A_D111A,-14.202290,-0.735170
T110A_D111A,-13.948640,-0.674470
T110A_D111A,-14.044460,-0.758640
T110A_D111A,-13.822990,-0.733490
T110A_D111A,-13.587370,-0.375740
T110A_D111A,-14.001860,-0.916610
T110A_D111A,-14.065610,-0.381850
T110A_D111A,-14.220170,-1.190650
T110A_D111A,-14.341320,-0.896170
T110A_D111A,-13.956820,-0.919990
T110A_D111A,-14.116620,-0.384850
T110A_D111A,-13.889460,-0.848830
T110A_D111A,-14.009560,-0.946390
T110A_D111A,-14.109320,-1.617620
T110A_D111A,-13.917280,-1.027900
T110A_D111A,-14.301850,-1.153390
T110A_D111A,-14.078760,-1.259130
T110A_D111A,-14.549750,-1.494230
T110A_D111A,-14.028200,-0.954390
T110A_D111A,-13.960090,-1.808630
T110A_D111A,-13.845160,-1.659390
T110A_D111A,-13.891590,-1.127270
T110A_D111A,-14.190810,-0.837320
T110A_D111A,-14.172290,-0.858130
T110A_D111A,-13.787900,-1.269040
T110A_D111A,-13.901220,-1.509980
T110A_D111A,-13.886020,-1.063040
T110A_D111A,-13.849430,-1.403870
T110A_D111A,-14.077250,-1.678850
T110A_D111A,-14.485630,-0.997860
T110A_D111A,-14.437940,-1.273850
T110A_D111A,-13.698160,-0.863790
T110A_D111A,-13.585510,-0.721010
T110A_D111A,-14.587350,-1.341170
T110A_D111A,-14.286200,-1.460290
T110A_D111A,-14.218650,-1.852070
T110A_D111A,-14.239520,-2.153660
T110A_D111A,-13.642600,-1.011100
T110A_D111A,-14.127590,-1.311610
T110A_D111A,-14.071080,-1.238500
T110A_D111A,46.905750,-31.196100
T110A_D111A,-13.112490,-0.882590
T110A_D111A,-13.931780,-1.250320
T110A_D111A,-13.660520,-0.843130
T110A_D111A,-13.307910,-0.407020
T110A_D111A,-14.167550,-1.428890
T110A_D111A,-13.984560,-0.993260
T110A_D111A,-13.196010,-0.333990
T110A_D111A,-12.985700,0.458040
T110A_D111A,-12.763710,0.149130
T110A_D111A,-13.256030,-0.245070
T110A_D111A,-13.584420,-1.194490
T110A_D111A,-14.644580,-1.687440
T110A_D111A,-13.590650,-1.749910
T110A_D111A,-14.140860,-1.318390
T110A_D111A,40.320050,20.818450
T110A_D111A,-14.054970,-1.435400
T110A_D111A,-14.143400,-1.210520
T110A_D111A,-14.344410,-1.846500
T110A_D111A,-14.483310,-2.223610
T110A_D111A,-14.613810,-2.189520
T110A_D111A,-14.988550,-1.719040
T110A_D111A,-14.381870,-1.481080
T110A_D111A,48.947000,16.678250
T110A_D111A,-14.267390,-1.855110
T110A_D111A,-13.891920,-0.912730
T110A_D111A,47.133750,-16.463430
T110A_D111A,48.012560,6.038180
T110A_D111A,46.248570,30.974350
T110A_D111A,48.023370,29.900100
T110A_D111A,50.222070,5.941470
T110A_D111A,48.053290,-14.756570
T110A_D111A,47.103200,-16.260450
T110A_D111A,45.320410,-20.994530
T110A_D111A,51.212390,9.779620
T110A_D111A,48.921010,29.150250
T110A_D111A,51.184620,6.703790
T110A_D111A,49.885320,28.636840
T110A_D111A,47.588520,25.400880
T110A_D111A,48.629310,28.630230
T110A_D111A,44.084080,16.829460
T110A_D111A,43.247640,20.875340
T110A_D111A,44.355980,26.165040
T110A_D111A,40.351650,12.684510
T110A_D111A,43.982110,27.458270
T110A_D111A,45.262850,28.466250
T110A_D111A,-12.902290,-0.297480
T110A_D111A,46.175900,28.677690
T110A_D111A,45.497680,6.958610
T110A_D111A,43.848640,-26.876590
T110A_D111A,47.872670,18.769980
T110A_D111A,47.918770,25.342820
T110A_D111A,46.513950,29.342130
T110A_D111A,46.585090,-22.968800
T110A_D111A,44.145500,-30.257340
T110A_D111A,44.762110,-27.620260
T110A_D111A,45.813220,12.904830
T110A_D111A,45.656340,7.688290
T110A_D111A,46.952610,27.308940
T110A_D111A,46.349990,30.057110
T110A_D111A,44.289220,17.429590
T110A_D111A,-12.523610,-0.448740
T110A_D111A,-12.419290,-0.658400
T110A_D111A,46.842350,15.833500
T110A_D111A,51.187550,22.844190
T110A_D111A,51.647530,18.825950
T110A_D111A,51.525150,13.981720
T110A_D111A,51.347130,11.144870
T110A_D111A,51.240530,15.346260
T110A_D111A,49.723130,26.827990
T110A_D111A,50.970420,21.499210
T110A_D111A,45.551630,-16.879440
T110A_D111A,50.727260,24.490880
T110A_D111A,51.442150,22.071610
T110A_D111A,51.406170,11.441300
T110A_D111A,49.273200,27.079580
T110A_D111A,51.321490,17.293180
T110A_D111A,-13.382140,-1.105150
T110A_D111A,50.981080,14.539910
T110A_D111A,49.596400,10.832040
T110A_D111A,50.419940,21.184910
T110A_D111A,-13.463450,-0.884440
T110A_D111A,46.643930,-5.174960
T110A_D111A,44.266900,-11.160370
T110A_D111A,44.063230,-12.076750
T110A_D111A,45.226130,-10.669230
T110A_D111A,43.826940,-14.244000
T110A_D111A,50.313800,24.628290
T110A_D111A,48.228160,-5.320730
T110A_D111A,49.547650,-0.687780
T110A_D111A,50.972510,15.540770
T110A_D111A,43.647200,7.383690
T110A_D111A,-14.102500,-1.484360
T110A_D111A,-13.945960,-1.563220
T110A_D111A,-13.504530,-0.363440
T110A_D111A,-14.307290,-0.853370
T110A_D111A,-14.113430,-1.249250
T110A_D111A,-13.831900,-1.417630
T110A_D111A,-13.742820,-1.475720
T110A_D111A,-13.707820,-0.987230
T110A_D111A,-13.724200,-0.361960
T110A_D111A,-13.893690,-0.496020
T110A_D111A,-13.554060,-1.060140
T110A_D111A,-12.964600,0.064220
T110A_D111A,-13.673540,0.122420
T110A_D111A,-13.780360,-0.596680
T110A_D111A,-13.976430,-0.794350
T110A_D111A,-13.521740,-0.884960
T110A_D111A,-13.718110,-1.663520
T110A_D111A,-14.173130,-1.300600
T110A_D111A,-14.376130,-1.431040
T110A_D111A,-14.078320,-1.431210
T110A_D111A,-13.917860,-0.768490
T110A_D111A,-13.628880,-1.293870
T110A_D111A,-13.137070,-0.446900
T110A_D111A,-13.614350,-0.907190
T110A_D111A,-13.594160,-1.317940
T110A_D111A,-13.737710,-0.845920
T110A_D111A,-13.416300,-0.606730
T110A_D111A,-14.243900,-1.622690
T110A_D111A,-13.870100,-1.179730
T110A_D111A,-14.027000,-0.640280
T110A_D111A,-13.524200,-1.093260
T110A_D111A,-13.599720,-0.556950
T110A_D111A,-13.345430,-0.758080
T110A_D111A,-13.950240,-0.865810
T110A_D111A,-14.004440,-1.095030
T110A_D111A,-13.899520,-1.183510
T110A_D111A,-14.105750,-1.535490
T110A_D111A,-14.230800,-1.466620
T110A_D111A,-13.987780,-0.729140
T110A_D111A,-13.660810,-0.655300
T110A_D111A,-13.904820,-1.200120
T110A_D111A,-13.728840,-0.695410
T110A_D111A,-13.733960,-1.736790
T110A_D111A,-14.045180,-0.803750
T110A_D111A,-13.786040,-0.611570
T110A_D111A,-14.163170,-0.394300
T110A_D111A,-14.123520,-0.609460
T110A_D111A,-14.119480,-0.338690
T110A_D111A,-14.279480,-0.478100
T110A_D111A,-14.361420,-1.024620
T110A_D111A,-14.302430,-0.114040
T110A_D111A,-14.059890,-0.169630
T110A_D111A,-13.807340,-0.215330
T110A_D111A,-14.146200,0.199300
T110A_D111A,-13.728270,0.727190
T110A_D111A,-14.110940,-0.117830
T110A_D111A,-13.594040,0.678690
T110A_D111A,-13.812690,0.224250
T110A_D111A,-14.147500,0.509800
T110A_D111A,-14.255490,0.299200
T110A_D111A,-14.035820,0.096800
T110A_D111A,-13.670440,0.489780
T110A_D111A,-14.193350,-0.523640
T110A_D111A,42.338620,-15.815290
T110A_D111A,-14.043170,-0.660260
T110A_D111A,-14.188120,-0.411330
T110A_D111A,-13.893770,-0.832010
T110A_D111A,44.157440,-15.766510
T110A_D111A,42.776010,-18.891560
T110A_D111A,-14.155390,-0.693400
T110A_D111A,40.443610,3.752860
T110A_D111A,39.378780,-3.211970
T110A_D111A,42.373730,23.342430
T110A_D111A,-13.591950,0.167880
T110A_D111A,-13.806550,-0.785000
T110A_D111A,44.131740,32.014350
T110A_D111A,46.855540,32.723210
T110A_D111A,44.526610,28.426390
T110A_D111A,47.517010,31.873330
T110A_D111A,48.557520,28.953120
T110A_D111A,49.493170,21.016890
T110A_D111A,49.343050,27.447870
T110A_D111A,49.855040,14.266120
T110A_D111A,49.724930,8.251040
T110A_D111A,48.247080,-11.936470
T110A_D111A,49.675990,2.469070
T110A_D111A,47.403950,-30.818670
T110A_D111A,47.567220,-26.108870
T110A_D111A,47.191810,-30.131120
T110A_D111A,46.407420,-30.057070
T110A_D111A,46.860220,-28.466820
