System,TIC1,TIC2
D111A,0.703648,0.379940
D111A,0.669433,0.487541
D111A,0.627203,0.058839
D111A,0.727260,0.150937
D111A,0.754236,0.181800
D111A,0.697743,0.156852
D111A,0.722697,0.511487
D111A,0.716407,0.309816
D111A,0.676044,0.123431
D111A,0.750506,0.274621
D111A,0.734548,0.325309
D111A,0.749197,0.123084
D111A,0.652665,0.277988
D111A,0.751316,0.184253
D111A,0.698089,0.225884
D111A,0.698206,-0.010942
D111A,0.740428,0.211002
D111A,0.672319,0.368506
D111A,0.617804,0.336072
D111A,0.600262,0.225067
D111A,0.722345,0.200807
D111A,0.712143,0.029906
D111A,0.652383,0.250915
D111A,0.689331,0.177464
D111A,0.663842,0.500656
D111A,0.698065,0.312509
D111A,0.619808,0.416363
D111A,0.670236,0.425281
D111A,0.634513,0.323479
D111A,0.595021,0.405441
D111A,0.701281,-0.083151
D111A,0.696052,0.340416
D111A,0.631373,0.243038
D111A,0.648634,0.306502
D111A,0.800979,0.440614
D111A,0.712462,0.278186
D111A,0.623881,0.589491
D111A,0.742741,0.195668
D111A,0.699293,0.476426
D111A,0.680534,0.318544
D111A,0.618653,0.245730
D111A,0.653760,0.524738
D111A,0.711931,0.358388
D111A,0.603653,0.343458
D111A,0.738168,0.376040
D111A,0.707321,0.320148
D111A,0.631055,0.136462
D111A,0.614633,0.218439
D111A,0.591965,0.436462
D111A,0.693322,0.200247
D111A,0.714047,0.151793
D111A,0.685530,0.289327
D111A,0.617126,0.397648
D111A,0.619598,0.578872
D111A,0.647767,0.222668
D111A,0.660619,0.331077
D111A,0.661631,0.338820
D111A,0.525757,0.112864
D111A,0.558494,-0.125070
D111A,0.758844,0.173642
D111A,0.634704,0.148487
D111A,0.569194,0.276410
D111A,0.616310,0.321301
D111A,0.601425,0.128702
D111A,0.540285,0.213223
D111A,0.701560,0.030184
D111A,0.675781,0.399082
D111A,0.630621,0.114208
D111A,0.614678,0.309948
D111A,0.691824,0.135758
D111A,0.642929,0.336704
D111A,0.645457,0.125268
D111A,0.683118,0.126674
D111A,0.649628,0.314361
D111A,0.668106,0.347676
D111A,0.658700,0.416229
D111A,0.669458,0.411561
D111A,0.622379,0.400381
D111A,0.685798,0.251189
D111A,0.518594,0.409091
D111A,0.625424,0.480407
D111A,0.616682,0.371675
D111A,0.691826,0.506213
D111A,0.662146,0.196920
D111A,0.730803,0.521092
D111A,0.686321,0.287118
D111A,0.624030,0.336096
D111A,0.731597,0.336571
D111A,0.601594,0.388285
D111A,0.522019,0.558969
D111A,0.592559,0.529947
D111A,0.696028,0.625927
D111A,0.755337,0.379952
D111A,0.772536,0.584691
D111A,0.718659,0.450758
D111A,0.603557,0.586435
D111A,0.686692,0.492546
D111A,0.664007,0.461402
D111A,0.772124,0.726695
D111A,0.732814,0.596252
D111A,0.623918,0.687634
D111A,0.604490,0.731363
D111A,0.730749,0.571698
D111A,0.721338,0.568649
D111A,0.666273,0.582330
D111A,0.640277,0.598530
D111A,0.702699,0.470555
D111A,0.709002,0.697701
D111A,0.677521,0.472497
D111A,0.610697,0.597048
D111A,0.665431,0.336756
D111A,0.668796,0.573947
D111A,0.710655,0.495007
D111A,0.701957,0.415731
D111A,0.640726,0.424018
D111A,0.683018,0.494751
D111A,0.708643,0.414205
D111A,0.594875,0.875657
D111A,0.615633,0.447970
D111A,0.663664,0.379307
D111A,0.748162,0.401160
D111A,0.705416,0.313998
D111A,0.619189,0.508301
D111A,0.605512,0.514727
D111A,0.597344,0.637325
D111A,0.626722,0.417326
D111A,0.467595,0.407312
D111A,0.463679,0.502386
D111A,0.445754,0.754955
D111A,0.398615,0.397094
D111A,0.381825,0.504830
D111A,0.485041,0.479250
D111A,0.514554,0.352940
D111A,0.446466,0.350442
D111A,0.430566,0.376266
D111A,0.378677,0.720694
D111A,0.495673,0.496095
D111A,0.535508,0.290730
D111A,0.474063,0.639360
D111A,0.558937,0.610926
D111A,0.518354,0.558076
D111A,0.623468,0.617742
D111A,0.515656,0.664399
D111A,0.390584,0.416629
D111A,0.490118,0.463234
D111A,0.539812,0.802452
D111A,0.463337,0.779656
D111A,0.440116,0.711193
D111A,0.429221,0.481341
D111A,0.441018,0.805106
D111A,0.441180,0.937486
D111A,0.445079,0.933707
D111A,0.326851,0.768074
D111A,0.388799,0.744832
D111A,0.512591,1.142130
D111A,0.331085,0.960284
D111A,0.357795,0.520744
D111A,0.411776,1.044382
D111A,0.173059,0.895251
D111A,0.202566,0.703408
D111A,0.278372,0.693302
D111A,0.386943,0.647133
D111A,0.294775,0.392942
D111A,0.414246,0.644949
D111A,0.378538,0.613549
D111A,0.385253,0.634667
D111A,0.443589,0.693285
D111A,0.524842,0.609435
D111A,0.527178,0.558113
D111A,0.471667,0.529210
D111A,0.403319,0.577301
D111A,0.514365,0.627530
D111A,0.439917,0.516011
D111A,0.284785,0.794013
D111A,0.496566,0.724943
D111A,0.392769,0.584565
D111A,0.524078,0.742881
D111A,0.514255,0.734052
D111A,0.415326,1.032387
D111A,0.455301,0.528447
D111A,0.505080,0.558808
D111A,0.436248,0.695667
D111A,0.490959,0.555971
D111A,0.450882,0.598691
D111A,0.451276,0.871531
D111A,0.478935,0.646987
D111A,0.439987,0.781528
D111A,0.460421,0.601268
D111A,0.466522,0.897193
D111A,0.466004,0.771825
D111A,0.441117,0.578946
D111A,0.495941,0.488616
D111A,0.377516,0.457147
D111A,0.426363,0.609480
D111A,0.389412,0.477108
D111A,0.472172,0.535732
D111A,0.418441,0.620817
D111A,0.399786,0.721085
D111A,0.560407,0.682517
D111A,0.479021,0.846714
D111A,0.454371,0.792524
D111A,0.500216,0.476054
D111A,0.327587,0.830744
D111A,0.381446,0.439301
D111A,0.446906,0.553896
D111A,0.425128,0.468594
D111A,0.424453,0.744562
D111A,0.399238,0.800067
D111A,0.320272,0.744878
D111A,0.422462,0.745215
D111A,0.377791,0.925213
D111A,0.505680,0.700505
D111A,0.335984,0.658039
D111A,0.408234,0.953218
D111A,0.361771,0.666229
D111A,0.338895,0.868685
D111A,0.381908,1.031701
D111A,0.426152,0.800894
D111A,0.465678,0.686213
D111A,0.425348,0.982585
D111A,0.371129,0.915925
D111A,0.380701,0.970010
D111A,0.546970,0.978655
D111A,0.374349,0.788319
D111A,0.397464,0.893732
D111A,0.475951,0.849321
D111A,0.494125,0.954015
D111A,0.455929,0.916551
D111A,0.512624,0.744518
D111A,0.489673,0.751860
D111A,0.429960,0.823702
D111A,0.390684,0.993740
D111A,0.456294,0.957338
D111A,0.463096,0.895150
D111A,0.432940,1.150734
D111A,0.238156,0.785485
D111A,0.200482,1.127568
D111A,0.251525,1.090686
D111A,0.297377,1.118798
D111A,0.411195,0.758365
D111A,0.404394,0.924313
D111A,0.368650,1.023504
D111A,0.330313,0.839712
D111A,0.398485,1.176252
D111A,0.366891,1.041073
D111A,0.375589,1.056646
D111A,0.349488,1.013094
D111A,0.441330,0.681861
D111A,0.400534,1.092248
D111A,0.413877,0.845480
D111A,0.373979,0.707938
D111A,0.301821,0.973642
D111A,0.312083,1.034408
D111A,0.405443,1.152163
D111A,0.345287,1.034160
D111A,0.233658,0.937705
D111A,0.402790,0.883657
D111A,0.311483,1.102086
D111A,0.377395,1.003410
D111A,0.352578,0.861117
D111A,0.316102,0.875523
D111A,0.370797,1.066231
D111A,0.221675,1.421632
D111A,0.248386,1.260686
D111A,0.296510,0.881618
D111A,0.201331,1.020900
D111A,0.237047,1.192084
D111A,0.180850,1.376504
D111A,0.270442,1.055023
D111A,0.287643,0.948028
D111A,0.297184,1.038521
D111A,0.317280,1.240241
D111A,0.287832,1.310970
D111A,0.204483,1.439694
D111A,0.176895,1.513278
D111A,0.196417,1.179169
D111A,0.203020,1.459218
D111A,0.222955,1.361607
D111A,0.242621,1.241829
D111A,0.272197,1.037129
D111A,0.221393,1.149925
D111A,0.280762,1.027044
D111A,0.255705,1.038740
D111A,0.229774,0.837124
D111A,0.161531,1.154016
D111A,0.252714,1.132046
D111A,0.220991,0.956419
D111A,0.163836,0.961767
D111A,0.108063,1.089116
D111A,0.157516,0.631569
D111A,0.229631,1.104967
D111A,0.354397,0.817899
D111A,0.203515,0.774349
D111A,0.286398,0.504390
D111A,0.288654,0.786410
D111A,0.239037,1.154396
D111A,0.172370,0.902809
D111A,0.270636,0.757621
D111A,0.163433,1.039394
D111A,0.260515,0.728472
D111A,0.123064,0.837413
D111A,0.192979,1.051567
D111A,0.236324,0.899499
D111A,0.236299,0.727899
D111A,0.210402,0.653803
D111A,0.151499,0.906705
D111A,0.203754,0.667330
D111A,0.154077,0.650327
D111A,0.160388,0.746237
D111A,0.194827,0.848166
D111A,0.147576,0.665597
D111A,0.223856,0.733031
D111A,0.141349,0.847530
D111A,0.117278,0.806039
D111A,0.179466,0.816452
D111A,0.208903,0.611437
D111A,0.213783,0.632516
D111A,0.172935,0.830293
D111A,0.187376,0.804454
D111A,0.138495,0.859072
D111A,0.174598,0.709669
D111A,0.256122,0.675147
D111A,0.314215,0.620688
D111A,0.214809,0.799374
D111A,0.272961,1.028754
D111A,0.313976,0.778768
D111A,0.208540,0.937788
D111A,0.199916,0.736375
D111A,0.114869,0.904468
D111A,0.238356,0.956123
D111A,0.141526,0.842423
D111A,0.132346,0.689113
D111A,0.157725,0.915880
D111A,0.075156,1.295546
D111A,-0.023555,1.414590
D111A,0.035325,1.219391
D111A,0.048281,1.337180
D111A,0.168770,1.227897
D111A,0.187202,0.946851
D111A,0.061431,0.944993
D111A,-0.043091,0.991907
D111A,-0.021613,1.187028
D111A,-0.068487,1.037733
D111A,0.028772,1.038757
D111A,0.081707,1.360954
D111A,0.072974,1.253773
D111A,0.150422,1.382733
D111A,0.058922,1.346292
D111A,0.021989,1.316825
D111A,-0.021560,1.233498
D111A,-0.017649,1.313920
D111A,0.021047,1.040404
D111A,0.091908,0.937737
D111A,0.079187,1.136444
D111A,0.080067,1.223734
D111A,-0.008952,0.951306
D111A,0.097070,0.965664
D111A,0.077859,0.898203
D111A,0.060885,0.906303
D111A,0.032771,1.119932
D111A,0.129708,0.771093
D111A,-0.010872,1.111145
D111A,0.076657,1.040750
D111A,0.159756,1.039073
D111A,0.207041,1.007175
D111A,0.090366,1.066687
D111A,0.056831,1.276237
D111A,0.080934,1.098272
D111A,0.021895,1.116224
D111A,0.065274,1.138878
D111A,-0.021076,1.012920
D111A,0.075626,1.237087
D111A,0.087754,0.746584
D111A,0.065405,0.948409
D111A,0.197216,0.962485
D111A,0.040962,0.661949
D111A,0.124726,0.815306
D111A,0.039329,0.736581
D111A,0.091187,1.081935
D111A,0.041969,1.171226
D111A,0.041584,1.175157
D111A,-0.016997,1.166183
D111A,0.097009,0.939230
D111A,0.116686,1.200560
D111A,0.051274,0.992861
D111A,0.007551,1.166621
D111A,0.044640,1.026833
D111A,-0.038442,1.109077
D111A,-0.089935,1.397166
D111A,-0.040266,1.174378
D111A,0.071679,1.107738
D111A,0.006480,1.212768
D111A,0.076667,0.969296
D111A,0.032581,1.024704
D111A,0.100269,0.972652
D111A,0.054448,1.083758
D111A,0.070012,1.047734
D111A,0.102139,1.203518
D111A,0.095996,1.192358
D111A,0.048281,1.341268
D111A,0.053495,1.200824
D111A,0.035985,1.100747
D111A,0.117355,1.186287
D111A,-0.006414,1.398416
D111A,0.089142,1.138695
D111A,0.135857,1.086867
D111A,0.151935,1.292410
D111A,0.141683,1.158609
D111A,0.137316,1.193065
D111A,0.061285,1.428711
D111A,0.018802,1.425622
D111A,-0.013110,1.428416
D111A,0.103070,1.209296
D111A,-0.040396,1.127750
D111A,-0.053986,1.223374
D111A,0.026508,1.171525
D111A,0.035069,1.371054
D111A,0.068868,1.261698
D111A,0.080359,1.191342
D111A,0.202490,1.236862
D111A,0.130265,1.048375
D111A,0.066188,0.760389
D111A,0.076883,1.110303
D111A,0.092658,1.255293
D111A,0.079468,1.232028
D111A,0.071346,1.307235
D111A,0.136065,1.263632
D111A,0.059940,1.278827
D111A,0.175431,1.105885
D111A,0.134024,0.937394
D111A,0.125897,1.105655
D111A,0.117081,1.250613
D111A,0.092372,1.298812
D111A,0.043939,1.064437
D111A,0.071500,1.313662
D111A,-0.013461,1.377120
D111A,0.030625,1.180350
D111A,0.084597,1.136269
D111A,-0.023648,1.223422
D111A,0.198692,1.087443
D111A,0.064619,1.041896
D111A,0.130253,1.241621
D111A,0.105616,0.977088
D111A,0.128071,1.182194
D111A,0.042334,1.342400
D111A,0.021992,1.437456
D111A,0.062263,1.241678
D111A,-0.050726,1.494733
D111A,0.009626,1.251073
D111A,0.113369,1.371139
D111A,0.096007,1.157097
D111A,0.060085,1.047743
D111A,0.004870,1.123339
D111A,0.042849,1.420522
D111A,0.091531,0.983470
D111A,0.037311,1.541759
D111A,0.054697,1.343826
D111A,0.140289,1.337572
D111A,0.116441,1.330091
D111A,0.192327,1.380620
D111A,0.150060,1.278431
D111A,0.058415,1.372558
D111A,0.077765,1.399389
D111A,-0.067815,1.303492
D111A,0.100642,1.264834
D111A,0.040639,1.457442
D111A,0.003584,1.401028
D111A,0.057703,1.381738
D111A,-0.035921,1.339202
D111A,0.103090,1.116148
D111A,0.149591,0.942601
D111A,0.069202,1.505930
D111A,0.084143,1.314867
D111A,0.138433,1.137684
D111A,0.013423,1.428860
D111A,0.066107,1.035864
D111A,-0.050971,1.424443
D111A,0.011623,1.094149
D111A,0.145314,1.379331
D111A,-0.016304,1.302605
D111A,0.182941,1.203244
D111A,0.116217,1.707242
D111A,0.018679,1.357459
D111A,0.117532,1.140931
D111A,0.137561,1.218321
D111A,0.114399,1.249860
D111A,0.063251,1.175596
D111A,0.087039,0.693797
D111A,0.085285,1.037747
D111A,0.078003,0.907429
D111A,0.132235,0.610898
D111A,0.087144,0.747660
D111A,0.145424,1.233966
D111A,0.087734,0.962309
D111A,-0.088283,1.032290
D111A,0.062339,1.232306
D111A,-0.132668,1.481415
D111A,-0.036457,1.100364
D111A,-0.006848,0.957951
D111A,-0.012495,1.322864
D111A,0.008589,1.191170
D111A,0.093455,1.116970
D111A,0.007342,1.115852
D111A,0.122529,0.996680
D111A,0.068472,0.982762
D111A,0.029456,1.063104
D111A,0.035840,1.045747
D111A,0.038229,1.100260
D111A,0.032750,1.070462
D111A,-0.023468,0.899697
D111A,0.031860,0.887609
D111A,0.085793,1.020293
D111A,0.016490,0.797955
D111A,0.105544,0.855900
D111A,0.106854,1.177973
D111A,0.075852,0.842989
D111A,-0.082891,0.999543
D111A,0.108487,1.024914
D111A,0.187960,0.929781
D111A,0.159918,0.481604
D111A,0.195068,0.535412
D111A,0.253231,0.476751
D111A,0.148983,0.482870
D111A,-0.062918,1.011455
D111A,-0.016252,0.888806
D111A,0.110892,1.009926
D111A,0.203348,0.856815
D111A,0.178778,0.804384
D111A,-0.021221,0.895120
D111A,-0.017767,0.954637
D111A,-0.030871,1.084180
D111A,-0.003460,1.238122
D111A,0.091399,0.759609
D111A,-0.096642,1.027862
D111A,-0.059701,0.859073
D111A,-0.002207,0.927230
D111A,-0.154838,1.201759
D111A,-0.003898,0.628585
D111A,0.064096,0.928570
D111A,-0.100510,1.067373
D111A,-0.111199,0.846649
D111A,-0.199719,1.050321
D111A,0.154894,0.917405
D111A,-0.122753,0.824977
D111A,-0.119539,1.090595
D111A,-0.201488,0.764017
D111A,-0.213581,0.851990
D111A,-0.053533,1.065451
D111A,0.052391,1.375108
D111A,-0.031355,0.764502
D111A,-0.254598,1.296622
D111A,-0.205682,1.284398
D111A,-0.060697,1.110762
D111A,-0.163975,1.390142
D111A,-0.376815,0.887851
D111A,-0.248779,1.452311
D111A,-0.342057,1.153415
D111A,-0.212919,1.151994
D111A,-0.219786,1.361413
D111A,-0.174807,1.044386
D111A,-0.210906,1.057193
D111A,-0.384252,1.088258
D111A,-0.304424,1.168036
D111A,-0.104812,1.426630
D111A,-0.369545,1.239610
D111A,-0.291289,0.884176
D111A,-0.646048,1.214411
D111A,-0.548100,0.886401
D111A,-0.441613,1.397651
D111A,-0.744000,0.974981
D111A,-0.830236,1.058021
D111A,-0.428825,1.354774
D111A,-0.501962,1.001985
D111A,-0.475958,1.076305
D111A,-0.508108,1.158714
D111A,-0.468316,0.703204
D111A,-0.502695,0.793200
D111A,-0.422569,0.768251
D111A,-0.715953,0.977807
D111A,-0.640664,0.772585
D111A,-0.612484,0.834626
D111A,-0.501274,0.658377
D111A,-0.555546,0.984067
D111A,-0.473243,0.432777
D111A,-0.653253,0.608497
D111A,-0.765192,0.905289
D111A,-0.804728,0.912263
D111A,-0.495098,0.488660
D111A,-0.467765,0.857182
D111A,-0.563877,0.807168
D111A,-0.594461,0.752432
D111A,-0.661887,0.827392
D111A,-0.516425,0.697441
D111A,-0.754424,0.747077
D111A,-0.897549,0.769074
D111A,-0.794032,0.930851
D111A,-1.036738,0.687178
D111A,-1.371153,0.678227
D111A,-1.214856,0.903722
D111A,-1.138226,0.546483
D111A,-1.110778,0.970681
D111A,-1.331620,0.938503
D111A,-1.018751,1.219287
D111A,-1.146898,0.925224
D111A,-1.186921,0.623685
D111A,-1.348499,0.731058
D111A,-1.551250,0.654502
D111A,-1.699480,0.486545
D111A,-1.919890,0.529610
D111A,-1.817527,0.762673
D111A,-1.819014,0.469099
D111A,-1.701296,0.606812
D111A,-1.613050,0.756380
D111A,-1.739106,0.541051
D111A,-1.790341,0.211123
D111A,-2.040231,0.671991
D111A,-2.075261,0.376983
D111A,-2.088881,0.316121
D111A,-2.205886,0.157536
D111A,-2.118422,0.335074
D111A,-1.972775,0.365652
D111A,-2.014983,0.390380
D111A,-1.905847,0.491352
D111A,-1.981519,0.346617
D111A,-1.931533,0.577397
D111A,-1.923573,0.303767
D111A,-1.985397,0.538644
D111A,-2.015156,0.250470
D111A,-2.042230,0.367248
D111A,-2.044218,0.346960
D111A,-2.054542,-0.098309
D111A,-1.862811,0.293580
D111A,-1.720950,0.387250
D111A,-1.700757,0.231970
D111A,-1.791764,0.500315
D111A,-1.578632,0.412183
D111A,-1.864871,0.447495
D111A,-1.695561,0.534476
D111A,-1.875593,0.626241
D111A,-1.852739,0.433725
D111A,-1.817429,0.329870
D111A,-1.878703,0.419200
D111A,-2.066760,0.256683
D111A,-2.012299,0.399971
D111A,-2.241091,0.180120
D111A,-2.052477,0.043407
D111A,-2.316351,-0.002670
D111A,-2.186465,0.073746
D111A,-2.016750,0.172161
D111A,-2.037854,-0.084447
D111A,-2.150325,-0.027651
D111A,-2.019469,0.046422
D111A,-2.231608,-0.205002
D111A,-2.140050,0.027244
D111A,-2.185323,-0.023717
D111A,-2.156330,0.216744
D111A,-2.158209,0.030488
D111A,-2.141174,-0.023756
D111A,-2.061003,-0.164567
D111A,-2.033661,-0.165047
D111A,-2.183568,-0.063466
D111A,-2.036732,0.053210
D111A,-2.225776,0.104629
D111A,-2.112431,-0.175790
D111A,-2.157858,-0.171227
D111A,-2.236930,0.175984
D111A,-2.103065,-0.192625
D111A,-2.087339,-0.201421
D111A,-2.147100,-0.539227
D111A,-2.127494,-0.565617
D111A,-2.186836,-0.113771
D111A,-2.161005,-0.383302
D111A,-2.150774,-0.240759
D111A,-2.085180,-0.230780
D111A,-2.087807,-0.083981
D111A,-2.166245,-0.071624
D111A,-2.148486,-0.371995
D111A,-2.311668,-0.304382
D111A,-2.137791,-0.170574
D111A,-2.163227,-0.454283
D111A,-2.201846,-0.441967
D111A,-2.164786,-0.393532
D111A,-1.998128,-0.178952
D111A,-1.942775,-0.185600
D111A,-2.083093,-0.398089
D111A,-1.989910,-0.166662
D111A,-2.122272,-0.342370
D111A,-2.368026,-0.725566
D111A,-2.109228,-0.424532
D111A,-2.202440,-0.264921
D111A,-2.256663,-0.602979
D111A,-2.338755,-0.461353
D111A,-2.183396,-0.201179
D111A,-2.255267,-0.038860
D111A,-2.429144,-0.040718
D111A,-2.394882,-0.447218
D111A,-2.220819,-0.437460
D111A,-2.080778,-0.484135
D111A,-2.366984,-0.256544
D111A,-2.374583,-0.293068
D111A,-2.272345,-0.268375
D111A,-2.348560,-0.341694
D111A,-2.415318,-0.467003
D111A,-2.462258,-0.506672
D111A,-2.504616,-0.471364
D111A,-2.598685,-0.246426
D111A,-2.490449,-0.041950
D111A,-2.584425,-0.440628
D111A,-2.456511,-0.411029
D111A,-2.582588,-0.400630
D111A,-2.611800,-0.252081
D111A,-2.576212,-0.216344
D111A,-2.596763,-0.646614
D111A,-2.664361,-0.474750
D111A,-2.450212,-0.459940
D111A,-2.348319,-0.386323
D111A,-2.436937,-0.727772
D111A,-2.523820,-0.616912
D111A,-2.513746,-0.618285
D111A,-2.553031,-0.592286
D111A,-2.700747,-0.968466
D111A,-2.551585,-0.840025
D111A,-2.646692,-0.779808
D111A,-2.596751,-0.683854
D111A,-2.510318,-0.458254
D111A,-2.446259,-0.518697
D111A,-2.506503,-0.292714
D111A,-2.354361,-0.710475
D111A,-2.374895,-0.494948
D111A,-2.328801,-0.641367
D111A,-2.411947,-0.458755
D111A,-2.603860,-0.539129
D111A,-2.558645,-0.838362
D111A,-2.527815,-0.547075
D111A,-2.402768,-0.538066
D111A,-2.375227,-0.492342
D111A,-2.439977,-0.719254
D111A,-2.532395,-0.454229
D111A,-2.607726,-0.470510
D111A,-2.664026,-0.427233
D111A,-2.576731,-0.245791
D111A,-2.700492,-0.307758
D111A,-2.536001,-0.631822
D111A,-2.656450,-0.536002
D111A,-2.663685,-0.519132
D111A,-2.598886,-0.558125
D111A,-2.736409,-0.816814
D111A,-2.632371,-0.617823
D111A,-2.511057,-0.488835
D111A,-2.611220,-0.738425
D111A,-2.560543,-0.495080
D111A,-2.455972,-0.330435
D111A,-2.547330,-0.675928
D111A,-2.609161,-0.638614
D111A,-2.767075,-0.739075
D111A,-2.764278,-0.523127
D111A,-2.636260,-0.566047
D111A,-2.676155,-0.518304
D111A,-2.717828,-0.778571
D111A,-2.811977,-0.646075
D111A,-2.484585,-0.520939
D111A,-2.554071,-0.566057
D111A,-2.562623,-0.560253
D111A,-2.778775,-0.504147
D111A,-2.742426,-0.520687
D111A,-2.778192,-0.735329
D111A,-2.809856,-0.620552
D111A,-2.760222,-0.863043
D111A,-2.807277,-0.892917
D111A,-2.681616,-0.779722
D111A,-2.679288,-1.013573
D111A,-2.646162,-1.140299
D111A,-2.783216,-0.790148
D111A,-2.671454,-0.881923
D111A,-2.770110,-0.658344
D111A,-2.726124,-0.622582
D111A,-2.722654,-0.748057
D111A,-2.641723,-0.535500
D111A,-2.547785,-0.540422
D111A,-2.515924,-0.406300
D111A,-2.568864,-0.631126
D111A,-2.702758,-0.420133
D111A,-2.573565,-0.293806
D111A,-2.658600,-0.665741
D111A,-2.662630,-0.633903
D111A,-2.702077,-0.798380
D111A,-2.594137,-0.667160
D111A,-2.664595,-0.911548
D111A,-2.691678,-0.696894
D111A,-2.572985,-0.637945
D111A,-2.594321,-0.437409
D111A,-2.498801,-0.617066
D111A,-2.549264,-0.569090
D111A,-2.643265,-0.608530
D111A,-2.607797,-0.491051
D111A,-2.665297,-0.661269
D111A,-2.501450,-0.407594
D111A,-2.680076,-0.443159
D111A,-2.585065,-0.742781
D111A,-2.539640,-0.511863
D111A,-2.700884,-0.201535
D111A,-2.652534,-0.405602
D111A,-2.636320,-0.603149
D111A,-2.671640,-0.431054
D111A,-2.699601,-0.694441
T110A_D111A,1.849239,0.892960
T110A_D111A,2.037132,1.140117
T110A_D111A,2.037135,1.245890
T110A_D111A,1.922388,1.146096
T110A_D111A,2.024411,1.293849
T110A_D111A,2.089557,1.493934
T110A_D111A,2.016659,1.366780
T110A_D111A,2.010651,1.275087
T110A_D111A,1.989709,1.263550
T110A_D111A,2.060530,1.528848
T110A_D111A,2.118953,1.353166
T110A_D111A,2.307840,1.536992
T110A_D111A,2.279493,1.160577
T110A_D111A,2.130099,1.008320
T110A_D111A,2.208293,1.462224
T110A_D111A,2.223615,1.446929
T110A_D111A,2.291774,1.261092
T110A_D111A,2.264889,1.331645
T110A_D111A,2.411379,1.275308
T110A_D111A,2.281536,0.983358
T110A_D111A,2.247379,1.151254
T110A_D111A,2.141428,1.526907
T110A_D111A,2.317083,1.201861
T110A_D111A,2.264207,1.579487
T110A_D111A,2.157856,1.223678
T110A_D111A,2.275078,1.706044
T110A_D111A,2.135571,1.216403
T110A_D111A,2.007427,1.248076
T110A_D111A,2.060815,1.126801
T110A_D111A,2.150904,0.871019
T110A_D111A,1.982081,1.223085
T110A_D111A,2.122526,0.854804
T110A_D111A,2.059709,1.243570
T110A_D111A,1.848981,0.947636
T110A_D111A,1.920580,1.062399
T110A_D111A,1.985224,1.060924
T110A_D111A,1.835270,1.138878
T110A_D111A,1.879337,1.362553
T110A_D111A,1.835143,0.985544
T110A_D111A,1.811392,1.235050
T110A_D111A,1.811506,1.096663
T110A_D111A,1.977978,1.230501
T110A_D111A,1.943270,1.300356
T110A_D111A,2.102350,1.201697
T110A_D111A,1.954848,1.242770
T110A_D111A,1.868923,1.348898
T110A_D111A,2.004086,0.835517
T110A_D111A,1.875939,1.138407
T110A_D111A,1.782803,1.137642
T110A_D111A,1.718101,1.187431
T110A_D111A,1.954979,1.296014
T110A_D111A,1.439047,0.861071
T110A_D111A,1.599418,0.915208
T110A_D111A,1.456640,0.839925
T110A_D111A,1.452882,1.315041
T110A_D111A,1.604147,1.525459
T110A_D111A,1.437383,1.072198
T110A_D111A,1.762000,1.119839
T110A_D111A,1.799844,0.981286
T110A_D111A,1.635190,1.130104
T110A_D111A,1.456128,0.782131
T110A_D111A,1.608071,0.787325
T110A_D111A,2.072541,1.298432
T110A_D111A,2.008677,1.205297
T110A_D111A,1.650250,0.835640
T110A_D111A,1.963107,0.623967
T110A_D111A,1.788198,0.766634
T110A_D111A,1.888975,0.872513
T110A_D111A,1.918040,0.715174
T110A_D111A,1.810236,0.404673
T110A_D111A,2.150068,0.685297
T110A_D111A,1.842923,0.537030
T110A_D111A,2.034756,0.879976
T110A_D111A,1.955180,0.542935
T110A_D111A,1.783910,0.584137
T110A_D111A,1.876449,0.825283
T110A_D111A,1.877539,0.684399
T110A_D111A,2.080101,0.843864
T110A_D111A,2.207634,0.642642
T110A_D111A,2.017624,0.635575
T110A_D111A,1.978686,0.752128
T110A_D111A,1.836063,0.418045
T110A_D111A,1.956152,0.483549
T110A_D111A,1.941455,0.503389
T110A_D111A,1.874940,0.793937
T110A_D111A,1.910176,0.440487
T110A_D111A,1.970784,0.490406
T110A_D111A,1.600483,0.210417
T110A_D111A,1.683945,0.355052
T110A_D111A,1.871175,0.282810
T110A_D111A,1.979333,0.676220
T110A_D111A,1.921438,0.406516
T110A_D111A,1.889227,0.607353
T110A_D111A,1.850552,0.260462
T110A_D111A,1.813072,0.681594
T110A_D111A,2.029662,0.260225
T110A_D111A,1.908899,-0.076340
T110A_D111A,1.828759,0.223434
T110A_D111A,2.183816,0.328130
T110A_D111A,2.067229,0.254387
T110A_D111A,2.095795,0.464229
T110A_D111A,2.189837,0.586116
T110A_D111A,2.091705,0.255948
T110A_D111A,2.071905,0.416918
T110A_D111A,2.047224,0.103936
T110A_D111A,1.887842,-0.112231
T110A_D111A,1.984464,0.123936
T110A_D111A,1.922703,0.321012
T110A_D111A,2.169143,0.529767
T110A_D111A,2.064723,0.142260
T110A_D111A,2.079222,0.306750
T110A_D111A,1.695399,0.233320
T110A_D111A,1.871150,0.387747
T110A_D111A,1.731253,0.095282
T110A_D111A,1.926535,0.024118
T110A_D111A,1.888119,0.364541
T110A_D111A,2.004273,0.417531
T110A_D111A,2.029518,0.542313
T110A_D111A,2.078270,0.433699
T110A_D111A,2.141783,0.482988
T110A_D111A,2.095843,0.130401
T110A_D111A,2.130823,0.168038
T110A_D111A,2.015155,0.037793
T110A_D111A,2.078878,0.256468
T110A_D111A,1.901074,0.015895
