System,TIC1,TIC2
T60A_S63A,1.038431,0.474501
T60A_S63A,1.048564,0.632050
T60A_S63A,1.395670,0.551115
T60A_S63A,1.201445,0.562882
T60A_S63A,1.137292,0.405461
T60A_S63A,0.996259,0.479973
T60A_S63A,1.177844,0.617098
T60A_S63A,1.509280,0.180844
T60A_S63A,1.332237,0.300501
T60A_S63A,1.589504,0.099566
T60A_S63A,1.386854,-0.127523
T60A_S63A,1.109032,-0.143052
T60A_S63A,1.276547,0.133555
T60A_S63A,0.952042,-0.154454
T60A_S63A,0.953095,-0.026045
T60A_S63A,1.032268,0.292007
T60A_S63A,0.855383,0.153698
T60A_S63A,0.926506,0.244938
T60A_S63A,0.881219,0.075684
T60A_S63A,0.874575,0.212124
T60A_S63A,1.140693,-0.011389
T60A_S63A,0.885970,-0.172265
T60A_S63A,0.780846,-0.136747
T60A_S63A,0.837266,-0.146634
T60A_S63A,0.926306,0.135421
T60A_S63A,0.887780,-0.115386
T60A_S63A,1.088720,0.024474
T60A_S63A,0.894917,0.094947
T60A_S63A,0.648612,0.152420
T60A_S63A,0.659184,0.271310
T60A_S63A,0.816070,-0.021469
T60A_S63A,0.905014,0.038973
T60A_S63A,0.445990,0.051321
T60A_S63A,0.448348,-0.052438
T60A_S63A,0.566545,0.127747
T60A_S63A,0.372794,0.120011
T60A_S63A,0.404425,0.280533
T60A_S63A,0.757187,0.254264
T60A_S63A,0.675501,0.356074
T60A_S63A,1.054153,0.149867
T60A_S63A,0.721855,-0.075426
T60A_S63A,0.774258,0.284560
T60A_S63A,0.594666,0.010894
T60A_S63A,0.736343,0.019711
T60A_S63A,0.776550,-0.113869
T60A_S63A,0.509222,-0.038408
T60A_S63A,0.441026,-0.141002
T60A_S63A,0.719604,-0.310139
T60A_S63A,0.495230,-0.094263
T60A_S63A,0.689515,-0.101743
T60A_S63A,0.735671,-0.036324
T60A_S63A,0.550978,-0.018630
T60A_S63A,0.557056,0.240756
T60A_S63A,0.254593,0.027147
T60A_S63A,0.474744,-0.007233
T60A_S63A,0.476800,-0.227017
T60A_S63A,0.444879,-0.330983
T60A_S63A,0.701417,-0.318691
T60A_S63A,0.761648,-0.116633
T60A_S63A,0.633824,-0.203271
T60A_S63A,0.421844,-0.536821
T60A_S63A,0.447643,-0.527111
T60A_S63A,0.422398,-0.730263
T60A_S63A,0.589685,-0.495399
T60A_S63A,0.868410,-0.417146
T60A_S63A,0.731267,-0.314987
T60A_S63A,0.479477,-0.495829
T60A_S63A,0.548233,-0.089412
T60A_S63A,0.579135,0.130625
T60A_S63A,0.721119,0.197376
T60A_S63A,0.804907,-0.346660
T60A_S63A,0.963251,-0.073530
T60A_S63A,0.694511,-0.276517
T60A_S63A,0.760492,-0.166333
T60A_S63A,0.810402,-0.390293
T60A_S63A,0.403712,0.023228
T60A_S63A,0.813891,-0.122458
T60A_S63A,0.513597,-0.259808
T60A_S63A,0.523199,-0.293933
T60A_S63A,0.493802,-0.009378
T60A_S63A,0.624539,-0.192684
T60A_S63A,0.555273,-0.542522
T60A_S63A,0.846748,-0.358496
T60A_S63A,0.753381,-0.126381
T60A_S63A,0.854534,-0.216965
T60A_S63A,0.527523,-0.018613
T60A_S63A,0.597229,-0.239035
T60A_S63A,0.598135,-0.336958
T60A_S63A,0.496591,-0.004167
T60A_S63A,0.620712,-0.247320
T60A_S63A,0.764766,-0.246410
T60A_S63A,0.836523,-0.159585
T60A_S63A,0.760130,0.189590
T60A_S63A,1.027868,-0.051044
T60A_S63A,1.014523,-0.048679
T60A_S63A,0.697248,0.006676
T60A_S63A,0.811791,-0.074711
T60A_S63A,0.636739,-0.155300
T60A_S63A,0.436250,0.063114
T60A_S63A,0.767934,-0.080807
T60A_S63A,0.654418,-0.030643
T60A_S63A,0.551766,-0.135334
T60A_S63A,0.500307,-0.100515
T60A_S63A,0.525864,-0.442982
T60A_S63A,0.337660,-0.248818
T60A_S63A,0.697609,-0.064189
T60A_S63A,0.607573,-0.089147
T60A_S63A,0.541982,0.079647
T60A_S63A,0.871997,0.275464
T60A_S63A,0.742064,0.167139
T60A_S63A,0.776210,0.130554
T60A_S63A,0.685522,0.107909
T60A_S63A,0.630465,0.065333
T60A_S63A,0.628349,-0.027304
T60A_S63A,0.650151,-0.337393
T60A_S63A,0.763724,-0.410049
T60A_S63A,0.760341,-0.343551
T60A_S63A,0.879990,-0.317227
T60A_S63A,0.912113,-0.187983
T60A_S63A,0.505334,-0.351880
T60A_S63A,0.724058,-0.426026
T60A_S63A,0.604899,-0.393716
T60A_S63A,0.845672,-0.421364
T60A_S63A,0.645758,-0.322490
T60A_S63A,0.696485,-0.315133
T60A_S63A,0.529183,-0.018889
T60A_S63A,0.843453,-0.263932
T60A_S63A,0.804416,-0.488001
T60A_S63A,0.767938,-0.218480
T60A_S63A,0.776681,-0.512672
T60A_S63A,0.664060,-0.504436
T60A_S63A,0.446993,-0.512673
T60A_S63A,0.700041,-0.355689
T60A_S63A,0.825195,-0.312813
T60A_S63A,0.433263,0.108442
T60A_S63A,1.046807,-0.241799
T60A_S63A,0.741358,-0.445386
T60A_S63A,0.882961,-0.371198
T60A_S63A,0.645870,-0.499144
T60A_S63A,0.942010,-0.411122
T60A_S63A,0.666454,-0.649489
T60A_S63A,0.884582,-0.496460
T60A_S63A,0.553083,-0.624903
T60A_S63A,0.804841,-0.671737
T60A_S63A,0.505481,-0.509458
T60A_S63A,0.679713,-0.527166
T60A_S63A,0.507951,-0.433846
T60A_S63A,0.564199,-0.241052
T60A_S63A,0.760546,-0.238964
T60A_S63A,0.683104,-0.442485
T60A_S63A,0.876404,-0.268836
T60A_S63A,0.861305,-0.344830
T60A_S63A,0.875122,-0.390750
T60A_S63A,0.651540,-0.377615
T60A_S63A,0.791539,-0.450133
T60A_S63A,0.734786,-0.370243
T60A_S63A,0.841894,-0.059397
T60A_S63A,0.614902,-0.152691
T60A_S63A,0.782040,-0.249679
T60A_S63A,0.756903,-0.312257
T60A_S63A,1.075354,-0.345801
T60A_S63A,0.942328,-0.445476
T60A_S63A,0.718012,-0.450162
T60A_S63A,0.621086,-0.130426
T60A_S63A,0.651014,-0.448612
T60A_S63A,0.742059,-0.468275
T60A_S63A,0.893519,-0.355441
T60A_S63A,0.681492,-0.720288
T60A_S63A,1.042864,-0.324632
T60A_S63A,0.890872,-0.394297
T60A_S63A,1.367800,-0.787590
T60A_S63A,0.974467,-0.377488
T60A_S63A,1.080812,-0.689611
T60A_S63A,0.995994,-0.649700
T60A_S63A,0.825451,-0.406083
T60A_S63A,0.958810,-0.764591
T60A_S63A,1.036862,-0.829292
T60A_S63A,0.961732,-0.628483
T60A_S63A,0.805816,-0.551043
T60A_S63A,1.182247,-0.373742
T60A_S63A,1.260422,-0.616708
T60A_S63A,1.190911,-0.360981
T60A_S63A,1.022519,-0.278251
T60A_S63A,0.990612,-0.224008
T60A_S63A,1.131552,-0.620483
T60A_S63A,1.053893,-0.422751
T60A_S63A,0.927932,-0.536147
T60A_S63A,0.992242,-0.606309
T60A_S63A,0.961130,-0.796022
T60A_S63A,0.858356,-0.401753
T60A_S63A,1.040702,-0.603257
T60A_S63A,0.738103,-0.573041
T60A_S63A,0.645923,-0.693116
T60A_S63A,0.675506,-0.697819
T60A_S63A,0.889968,-0.875182
T60A_S63A,0.888855,-0.675204
T60A_S63A,0.549435,-0.591998
T60A_S63A,0.613254,-0.304635
T60A_S63A,0.515098,-0.504600
T60A_S63A,0.579794,-0.625584
T60A_S63A,0.629643,-0.718526
T60A_S63A,0.591697,-0.609650
T60A_S63A,0.383166,-1.320523
T60A_S63A,0.594688,-1.227823
T60A_S63A,0.422248,-1.047103
T60A_S63A,0.736777,-1.129225
T60A_S63A,0.656523,-1.391308
T60A_S63A,0.649999,-1.321836
T60A_S63A,1.106199,-1.757902
T60A_S63A,0.937828,-1.239656
T60A_S63A,0.702618,-1.230053
T60A_S63A,0.700280,-1.073081
T60A_S63A,1.087354,-0.889372
T60A_S63A,0.964421,-0.560083
T60A_S63A,1.081244,-0.715787
T60A_S63A,0.812329,-0.811772
T60A_S63A,1.133188,-1.099524
T60A_S63A,1.186635,-1.141622
T60A_S63A,1.198627,-0.925940
T60A_S63A,0.782351,-0.609782
T60A_S63A,0.910989,-0.723809
T60A_S63A,0.519892,-0.775051
T60A_S63A,0.480555,-0.950745
T60A_S63A,0.829036,-0.444182
T60A_S63A,0.759104,-0.543756
T60A_S63A,0.637624,-0.403391
T60A_S63A,0.753244,-0.569936
T60A_S63A,0.656974,-0.572825
T60A_S63A,0.848672,-0.804824
T60A_S63A,0.805514,-0.448244
T60A_S63A,0.955379,-0.317120
T60A_S63A,1.055324,-0.455664
T60A_S63A,0.905688,-0.581749
T60A_S63A,0.766330,-0.511269
T60A_S63A,0.864577,-0.064715
T60A_S63A,0.994163,-0.001137
T60A_S63A,0.809756,-0.301565
T60A_S63A,0.820544,-0.094402
T60A_S63A,0.819809,-0.223409
T60A_S63A,1.032090,-0.518226
T60A_S63A,0.989438,-0.767346
T60A_S63A,0.790277,-0.340311
T60A_S63A,0.816153,-0.454996
T60A_S63A,0.634800,-0.303273
T60A_S63A,0.692631,-0.159308
T60A_S63A,0.899451,-0.426662
T60A_S63A,0.925067,-0.109489
T60A_S63A,0.969286,-0.529250
T60A_S63A,0.747698,-0.601832
T60A_S63A,0.765858,-0.547300
T60A_S63A,0.628392,-0.510455
T60A_S63A,0.742060,-0.495361
T60A_S63A,0.824311,-0.908865
T60A_S63A,1.097860,-0.660427
T60A_S63A,0.667897,-0.704788
T60A_S63A,1.051862,-0.695099
T60A_S63A,1.317902,-0.745333
T60A_S63A,1.278686,-1.264841
T60A_S63A,1.039871,-0.527376
T60A_S63A,0.896067,-0.349709
T60A_S63A,0.855467,-0.345983
T60A_S63A,0.721891,-0.220747
T60A_S63A,0.766522,-0.403354
T60A_S63A,0.821109,-0.804265
T60A_S63A,0.916698,-0.859818
T60A_S63A,0.934020,-1.008659
T60A_S63A,0.781578,-0.655934
T60A_S63A,0.652561,-0.516219
T60A_S63A,0.754806,-0.477334
T60A_S63A,0.678079,-0.278770
T60A_S63A,0.821119,-0.404961
T60A_S63A,1.055668,-0.402540
T60A_S63A,0.656875,-0.369937
T60A_S63A,1.000927,-0.440038
T60A_S63A,0.742214,-0.371248
T60A_S63A,0.921934,-0.335131
T60A_S63A,0.890815,-0.117136
T60A_S63A,0.965552,-0.510934
T60A_S63A,0.971853,-0.484021
T60A_S63A,0.686511,-0.518326
T60A_S63A,0.974416,-0.299593
T60A_S63A,0.843584,-0.481294
T60A_S63A,0.732490,-0.059190
T60A_S63A,0.943266,-0.656838
T60A_S63A,0.992175,-0.595130
T60A_S63A,0.898583,-0.333910
T60A_S63A,0.926370,-0.420507
T60A_S63A,0.720144,-0.345108
T60A_S63A,0.873291,-0.403823
T60A_S63A,0.742004,-0.202846
T60A_S63A,1.327874,-0.224030
T60A_S63A,0.902737,-0.367050
T60A_S63A,1.321755,-0.360782
T60A_S63A,1.410632,-0.354181
T60A_S63A,1.273435,-0.256611
T60A_S63A,1.340734,-0.139070
T60A_S63A,1.042090,-0.135959
T60A_S63A,0.950124,-0.020670
T60A_S63A,1.060238,0.162638
T60A_S63A,0.826834,0.057621
T60A_S63A,1.029922,-0.384038
T60A_S63A,1.131670,-0.497123
T60A_S63A,0.837232,-0.278916
T60A_S63A,0.904697,-0.480934
T60A_S63A,0.822592,-0.056515
T60A_S63A,1.122212,-0.493777
T60A_S63A,0.872195,-0.415397
T60A_S63A,0.860482,-0.475895
T60A_S63A,1.035093,-0.456644
T60A_S63A,0.932333,-0.541035
T60A_S63A,1.066971,-0.423973
T60A_S63A,1.006473,-0.435229
T60A_S63A,0.635053,-0.712574
T60A_S63A,0.468854,-0.285066
T60A_S63A,0.581298,-0.409782
T60A_S63A,0.555450,-0.207279
T60A_S63A,0.847547,-0.348857
T60A_S63A,0.576261,-0.696894
T60A_S63A,0.738912,-0.270504
T60A_S63A,0.684731,-0.857277
T60A_S63A,0.809736,-0.346344
T60A_S63A,0.731863,-0.181898
T60A_S63A,1.019515,-0.792538
T60A_S63A,0.991810,-0.640565
T60A_S63A,1.090211,-0.494666
T60A_S63A,0.944732,-0.713143
T60A_S63A,0.523954,-0.693844
T60A_S63A,0.882269,-0.469609
T60A_S63A,1.006391,-0.459971
T60A_S63A,0.839741,-0.412993
T60A_S63A,0.646131,-0.489958
T60A_S63A,0.813820,-0.367408
T60A_S63A,0.765182,-0.736340
T60A_S63A,0.692249,-0.585785
T60A_S63A,0.802713,-0.546301
T60A_S63A,0.834464,-0.522886
T60A_S63A,0.666333,-0.334039
T60A_S63A,0.655933,-0.533392
T60A_S63A,0.687393,-0.618121
T60A_S63A,0.852421,-0.611153
T60A_S63A,0.447253,-0.230040
T60A_S63A,0.704032,-0.641966
T60A_S63A,0.338463,-0.604649
T60A_S63A,0.575673,-0.438113
T60A_S63A,0.498221,-0.441475
T60A_S63A,0.634173,-0.477672
T60A_S63A,0.386637,-0.531026
T60A_S63A,0.775932,-0.546762
T60A_S63A,0.786392,-0.412018
T60A_S63A,0.444948,-0.556500
T60A_S63A,0.617141,-0.493102
T60A_S63A,0.138384,-0.406647
T60A_S63A,0.303711,-0.664963
T60A_S63A,0.562392,-0.533266
T60A_S63A,0.394739,-0.426715
T60A_S63A,0.601504,-0.523926
T60A_S63A,0.478120,-0.684217
T60A_S63A,0.156545,-0.445783
T60A_S63A,0.437566,-0.614938
T60A_S63A,0.469811,-0.460562
T60A_S63A,0.458112,-0.668309
T60A_S63A,0.462753,-0.301229
T60A_S63A,0.198409,-0.282801
T60A_S63A,0.431211,-0.105761
T60A_S63A,0.465136,-0.170199
T60A_S63A,0.514496,-0.392922
T60A_S63A,0.443055,-0.295484
T60A_S63A,0.637056,-0.186251
T60A_S63A,0.667160,-0.327113
T60A_S63A,0.443285,-0.271355
T60A_S63A,0.456103,-0.001828
T60A_S63A,0.593397,0.237466
T60A_S63A,0.347237,-0.146904
T60A_S63A,0.645684,-0.238130
T60A_S63A,0.764035,-0.324439
T60A_S63A,0.541895,-0.195277
T60A_S63A,1.023695,-0.540565
T60A_S63A,0.819009,-0.809669
T60A_S63A,0.948089,-0.494349
T60A_S63A,0.844137,-0.402347
T60A_S63A,0.685561,-0.510050
T60A_S63A,0.683997,-0.436707
T60A_S63A,0.584319,-0.173469
T60A_S63A,0.633115,-0.055338
T60A_S63A,0.574060,-0.398437
T60A_S63A,0.630136,-0.268378
T60A_S63A,0.890814,-0.862971
T60A_S63A,0.822634,-1.056952
T60A_S63A,0.939484,-1.053745
T60A_S63A,0.811138,-1.025159
T60A_S63A,0.921705,-0.990939
T60A_S63A,0.938649,-1.323146
T60A_S63A,1.004341,-1.021108
T60A_S63A,0.712098,-0.926155
T60A_S63A,0.589725,-0.972062
T60A_S63A,0.576718,-1.163889
T60A_S63A,0.481456,-1.275249
T60A_S63A,0.201156,-1.038930
T60A_S63A,0.311731,-1.396883
T60A_S63A,0.306127,-1.453287
T60A_S63A,0.212944,-1.096632
T60A_S63A,0.544776,-1.174733
T60A_S63A,0.562333,-1.162092
T60A_S63A,0.294957,-1.367650
T60A_S63A,0.473771,-1.083328
T60A_S63A,0.525291,-1.062465
T60A_S63A,0.661568,-0.931820
T60A_S63A,0.686419,-1.396614
T60A_S63A,0.680371,-1.088583
T60A_S63A,0.494771,-1.304277
T60A_S63A,0.458306,-1.117108
T60A_S63A,0.613836,-1.128596
T60A_S63A,0.881810,-1.080366
T60A_S63A,0.588581,-1.558654
T60A_S63A,0.570924,-1.270199
T60A_S63A,0.690395,-0.979612
T60A_S63A,0.848874,-0.896043
T60A_S63A,0.851490,-1.050819
T60A_S63A,0.627386,-1.025779
T60A_S63A,0.547936,-0.999465
T60A_S63A,0.615771,-1.375615
T60A_S63A,0.584145,-0.974131
T60A_S63A,0.510796,-1.060022
T60A_S63A,0.476901,-0.954155
T60A_S63A,0.436674,-0.738997
T60A_S63A,0.351754,-0.936354
T60A_S63A,0.758022,-1.299871
T60A_S63A,0.541334,-1.104944
T60A_S63A,0.961230,-0.897117
T60A_S63A,0.823879,-0.890095
T60A_S63A,0.671457,-1.078114
T60A_S63A,0.949399,-0.455643
T60A_S63A,0.955593,-0.689181
T60A_S63A,0.620326,-0.904843
T60A_S63A,0.655584,-0.479836
T60A_S63A,0.503977,-0.649750
T60A_S63A,0.714865,-0.572774
T60A_S63A,0.606145,-0.515070
T60A_S63A,0.804119,-0.347975
T60A_S63A,0.760520,-0.371641
T60A_S63A,0.822148,-0.070687
T60A_S63A,0.760739,0.091034
T60A_S63A,0.781141,-0.066119
T60A_S63A,0.827607,0.141830
T60A_S63A,0.464904,-0.164436
T60A_S63A,0.819567,0.060932
T60A_S63A,0.483257,-0.036251
T60A_S63A,0.662661,-0.034545
T60A_S63A,0.331105,0.125096
T60A_S63A,0.103777,-0.320582
T60A_S63A,0.545516,-0.402855
T60A_S63A,0.493303,-0.409285
T60A_S63A,0.695294,-0.453927
T60A_S63A,0.735758,-0.602213
T60A_S63A,0.551312,-0.455895
T60A_S63A,0.678707,-0.523272
T60A_S63A,0.775994,-0.323949
T60A_S63A,0.349221,-0.498898
T60A_S63A,0.540480,-0.520703
T60A_S63A,0.803120,-0.408786
T60A_S63A,0.220675,-0.238902
T60A_S63A,0.359931,-0.683656
T60A_S63A,0.492059,-0.654767
T60A_S63A,0.568555,-0.538368
T60A_S63A,0.428924,-0.497521
T60A_S63A,0.563228,-0.818813
T60A_S63A,0.583993,-0.586414
T60A_S63A,0.579839,-0.714648
T60A_S63A,0.394031,-0.455710
T60A_S63A,0.722622,-0.723883
T60A_S63A,0.671881,-0.432495
T60A_S63A,0.912592,-0.652131
T60A_S63A,0.804949,-0.291151
T60A_S63A,0.628715,-0.379309
T60A_S63A,0.508702,-0.574178
T60A_S63A,0.230796,-0.758101
T60A_S63A,0.811158,-0.802170
T60A_S63A,0.534367,-0.340349
T60A_S63A,0.597510,-0.531523
T60A_S63A,0.515855,-0.720551
T60A_S63A,0.600795,-0.473809
T60A_S63A,0.610394,-0.734152
T60A_S63A,0.869530,-0.707372
T60A_S63A,0.763679,-0.069845
T60A_S63A,0.499024,-0.255287
T60A_S63A,0.726965,-0.604816
T60A_S63A,0.628741,-0.412211
T60A_S63A,0.594712,-0.176155
T60A_S63A,0.711883,-0.601197
T60A_S63A,0.645015,-0.369410
T60A_S63A,0.866196,-0.530399
T60A_S63A,0.917057,-0.854310
T60A_S63A,0.840877,-0.997961
T60A_S63A,0.695237,-0.886126
T60A_S63A,0.299555,-0.604835
T60A_S63A,0.554767,-0.796080
T60A_S63A,0.585064,-0.560446
T60A_S63A,0.651911,-0.793149
T60A_S63A,0.509680,-0.580250
T60A_S63A,0.516372,-0.844171
T60A_S63A,0.818757,-0.633138
T60A_S63A,0.611051,-0.979908
T60A_S63A,0.847434,-0.714832
T60A_S63A,0.962654,-0.311202
T60A_S63A,0.944141,-0.364991
T60A_S63A,0.836814,-0.352768
T60A_S63A,0.627059,-0.378774
T60A_S63A,0.782411,-0.224254
T60A_S63A,0.906798,-0.537366
T60A_S63A,0.930953,-0.359263
T60A_S63A,0.499054,-0.082281
T60A_S63A,0.949787,-0.490542
T60A_S63A,0.878000,-0.494333
T60A_S63A,0.908189,-0.565072
T60A_S63A,1.130190,-0.762358
T60A_S63A,0.892401,-0.779443
T60A_S63A,0.844670,-0.346319
T60A_S63A,0.962013,-0.817994
T60A_S63A,0.721055,-0.586744
T60A_S63A,0.822348,-0.727165
T60A_S63A,1.023003,-0.694342
T60A_S63A,0.349498,-0.375011
T60A_S63A,0.302246,-0.272991
T60A_S63A,0.798171,-0.439510
T60A_S63A,0.645942,-0.366951
T60A_S63A,0.665300,-0.241391
T60A_S63A,0.543483,-0.455203
T60A_S63A,0.649920,-0.574073
T60A_S63A,0.529671,-0.582823
T60A_S63A,0.542027,-0.621919
T60A_S63A,0.727341,-0.196635
T60A_S63A,0.730497,-0.246284
T60A_S63A,0.457422,-0.270457
T60A_S63A,0.613730,-0.153881
T60A_S63A,0.580421,-0.432768
T60A_S63A,0.475568,-0.086409
T60A_S63A,0.857436,-0.566606
T60A_S63A,0.807379,-0.526577
T60A_S63A,0.532897,-0.636042
T60A_S63A,0.407370,-0.143576
T60A_S63A,0.492226,-0.150680
T60A_S63A,0.640785,-0.282138
T60A_S63A,0.649251,-0.460619
T60A_S63A,0.525168,-0.503530
T60A_S63A,0.602056,-0.592815
T60A_S63A,0.733799,-0.581921
T60A_S63A,0.844563,-0.760876
T60A_S63A,0.687855,-0.559678
T60A_S63A,0.595159,-0.829540
T60A_S63A,0.556899,-0.721412
T60A_S63A,0.376472,-0.392435
T60A_S63A,0.540105,-0.354806
T60A_S63A,0.742372,-0.039739
T60A_S63A,0.583891,-0.520097
T60A_S63A,0.527990,-0.074688
T60A_S63A,0.602003,-0.403298
T60A_S63A,0.496421,-0.233348
T60A_S63A,0.623606,-0.277129
T60A_S63A,0.456395,-0.263881
T60A_S63A,0.352939,0.002966
T60A_S63A,0.336899,-0.297500
T60A_S63A,0.459802,-0.550475
T60A_S63A,0.510206,-0.229606
T60A_S63A,0.479792,-0.035577
T60A_S63A,0.377059,-0.006290
T60A_S63A,0.564815,-0.209835
T60A_S63A,0.515320,-0.167133
T60A_S63A,0.627088,-0.552402
T60A_S63A,0.728894,-0.466143
T60A_S63A,0.706007,-0.106840
T60A_S63A,0.954135,0.143824
T60A_S63A,0.394829,-0.325257
T60A_S63A,0.516553,-0.255649
T60A_S63A,0.666999,-0.492643
T60A_S63A,0.492881,-0.094757
T60A_S63A,0.484910,-0.322429
T60A_S63A,0.402324,-0.064198
T60A_S63A,0.545657,0.004800
T60A_S63A,0.634423,-0.148055
T60A_S63A,0.585648,-0.138096
T60A_S63A,0.970641,0.147831
T60A_S63A,0.701749,-0.078481
T60A_S63A,0.903134,0.374206
T60A_S63A,0.668194,0.017268
T60A_S63A,0.576434,0.207563
T60A_S63A,0.480403,0.051492
T60A_S63A,0.467434,-0.000505
T60A_S63A,0.517631,0.052689
T60A_S63A,0.566070,0.095237
T60A_S63A,0.333930,0.243853
T60A_S63A,0.508362,0.217427
T60A_S63A,0.465662,0.135038
T60A_S63A,0.290016,0.114670
T60A_S63A,0.124307,0.061344
T60A_S63A,0.297063,0.250365
T60A_S63A,0.148679,0.043601
T60A_S63A,-0.176217,0.504390
T60A_S63A,0.127224,0.020354
T60A_S63A,0.119794,0.563479
T60A_S63A,0.080385,0.044946
T60A_S63A,0.087101,0.051015
T60A_S63A,-0.035386,0.005712
T60A_S63A,-0.107345,0.185676
T60A_S63A,-0.016949,0.398672
T60A_S63A,-0.345682,0.236384
T60A_S63A,-0.176616,0.478396
T60A_S63A,-0.285486,0.390810
T60A_S63A,-0.264061,0.169362
T60A_S63A,0.143570,0.111270
T60A_S63A,0.079895,0.037847
T60A_S63A,0.251390,-0.037301
T60A_S63A,0.056587,0.151586
T60A_S63A,-0.077604,0.558540
T60A_S63A,0.170575,0.317184
T60A_S63A,0.309904,0.072022
T60A_S63A,0.520341,0.262823
T60A_S63A,0.047598,0.602124
T60A_S63A,0.141804,0.790230
T60A_S63A,0.111240,0.472029
T60A_S63A,0.359264,0.430335
T60A_S63A,0.002200,0.358772
T60A_S63A,0.165057,0.693334
T60A_S63A,0.086364,0.773739
T60A_S63A,0.098784,0.217004
T60A_S63A,0.315804,0.275113
T60A_S63A,0.142293,-0.076526
T60A_S63A,0.044604,0.605123
T60A_S63A,0.052806,0.400410
T60A_S63A,0.091015,0.452257
T60A_S63A,0.364061,0.294263
T60A_S63A,0.403457,0.399307
T60A_S63A,0.363181,0.208284
T60A_S63A,-0.112676,0.284616
T60A_S63A,-0.039649,0.327542
T60A_S63A,0.038052,0.494019
T60A_S63A,0.094560,0.430795
T60A_S63A,0.262990,0.296270
T60A_S63A,0.183753,0.218962
T60A_S63A,0.001935,0.508366
T60A_S63A,-0.100130,0.616478
T60A_S63A,0.351115,0.333999
T60A_S63A,0.311533,0.451598
T60A_S63A,0.102271,0.270767
T60A_S63A,0.002353,0.320264
T60A_S63A,0.315619,0.327167
T60A_S63A,0.324337,0.251703
T60A_S63A,0.213531,0.269296
T60A_S63A,0.236537,0.413215
T60A_S63A,0.128906,0.412008
T60A_S63A,-0.054448,0.487216
T60A_S63A,0.045116,0.529294
T60A_S63A,-0.110659,0.600058
T60A_S63A,-0.030224,0.418371
T60A_S63A,-0.152329,0.281570
T60A_S63A,0.167918,0.612712
T60A_S63A,0.341325,0.380999
T60A_S63A,0.058984,0.591224
T60A_S63A,0.012626,0.334138
T60A_S63A,-0.155069,0.431668
T60A_S63A,0.349670,0.227316
T60A_S63A,0.237157,0.020740
T60A_S63A,-0.079744,0.293283
T60A_S63A,-0.005791,0.469509
T60A_S63A,-0.229104,0.739193
T60A_S63A,-0.035288,0.705253
T60A_S63A,0.386057,0.708814
T60A_S63A,-0.196839,0.921665
T60A_S63A,-0.333959,0.686139
T60A_S63A,-0.271337,0.639034
T60A_S63A,0.007779,0.943691
T60A_S63A,0.060578,1.033403
T60A_S63A,0.086118,1.130964
T60A_S63A,-0.086924,1.136545
T60A_S63A,-0.085098,1.534540
T60A_S63A,-0.084295,1.404397
T60A_S63A,-0.037673,1.124318
T60A_S63A,-0.287622,1.122517
T60A_S63A,-0.100733,1.249254
T60A_S63A,-0.130628,1.299246
T60A_S63A,-0.042782,1.316256
T60A_S63A,0.031173,1.519282
T60A_S63A,-0.093679,1.456888
T60A_S63A,-0.165287,1.290459
T60A_S63A,-0.134391,1.232723
T60A_S63A,-0.102942,1.468433
T60A_S63A,-0.379141,1.074560
T60A_S63A,0.050592,0.764287
T60A_S63A,-0.532261,1.120022
T60A_S63A,-0.069615,1.028044
T60A_S63A,-0.121417,1.407538
T60A_S63A,-0.059090,1.307778
T60A_S63A,0.143008,1.227065
T60A_S63A,0.027021,0.958421
T60A_S63A,0.230230,1.175227
T60A_S63A,-0.297153,1.298269
T60A_S63A,0.435452,1.207966
T60A_S63A,-0.073313,1.374055
T60A_S63A,-0.222093,1.451410
T60A_S63A,0.045436,1.538749
T60A_S63A,-0.145797,1.377518
T60A_S63A,-0.037507,1.326354
T60A_S63A,-0.265655,1.089098
T60A_S63A,-0.064854,1.178405
T60A_S63A,0.002746,1.355625
T60A_S63A,-0.374213,1.505069
T60A_S63A,-0.217881,1.782984
T60A_S63A,-0.425995,1.328806
T60A_S63A,-0.316028,1.522596
T60A_S63A,-0.500213,1.474864
T60A_S63A,-0.508156,1.404766
T60A_S63A,-0.738641,1.417755
T60A_S63A,-0.405012,1.557580
T60A_S63A,-0.216965,1.661057
T60A_S63A,-0.483737,1.436776
T60A_S63A,-0.484366,1.480120
T60A_S63A,-0.330483,1.641648
T60A_S63A,-0.372681,1.803364
T60A_S63A,-0.200638,1.886484
T60A_S63A,-0.622243,1.311968
T60A_S63A,-0.266195,1.458211
T60A_S63A,-0.555280,1.313795
T60A_S63A,-0.847597,1.691291
T60A_S63A,-1.021681,1.091741
T60A_S63A,-0.530244,1.363445
T60A_S63A,-0.275893,1.117291
T60A_S63A,-0.492471,1.186394
T60A_S63A,-0.525034,1.257521
T60A_S63A,-0.382763,1.150559
T60A_S63A,-0.421333,1.138330
T60A_S63A,-0.622953,1.178655
T60A_S63A,-0.593998,1.444047
T60A_S63A,-0.980400,1.229259
T60A_S63A,-0.808389,1.152445
T60A_S63A,-0.852221,1.257982
T60A_S63A,-0.978207,1.416716
T60A_S63A,-0.920326,1.334744
T60A_S63A,-0.979400,1.443829
T60A_S63A,-1.068300,1.501200
T60A_S63A,-0.845737,1.348399
T60A_S63A,-0.911303,1.298910
T60A_S63A,-0.860339,1.062211
T60A_S63A,-0.960393,1.016841
T60A_S63A,-0.636386,0.497066
