Time_ns,WT,D111A,T110A_D111A,T60A_S63A
167.000000,3.007323,1.291647,0.858124,0.985084
167.100000,2.933577,1.247468,0.815268,2.694896
167.200000,2.879879,1.273068,0.809741,2.703371
167.300000,2.908476,1.281831,0.841683,2.719907
167.400000,2.842117,1.267724,0.844245,2.718462
167.500000,2.759895,1.274094,0.836653,2.668679
167.600000,2.839156,1.269447,0.847261,0.988082
167.700000,2.905403,1.280301,0.822169,0.970587
167.800000,2.934980,1.266507,0.843025,0.960266
167.900000,2.919829,1.259409,0.785895,1.004986
168.000000,3.001790,1.265624,0.801892,2.680308
168.100000,1.347405,1.264434,0.827882,2.703097
168.200000,1.385078,1.219608,0.764141,0.947008
168.300000,1.366953,1.241357,0.764253,0.959010
168.400000,1.238026,1.256723,0.711644,0.938984
168.500000,2.747291,1.257165,0.832591,1.001048
168.600000,1.111212,1.280925,0.834348,1.020844
168.700000,2.699229,1.270062,0.857789,0.993858
168.800000,2.684637,1.295297,0.850981,1.037277
168.900000,2.645372,1.239167,0.836493,1.058400
169.000000,2.639395,1.264233,0.789058,1.036962
169.100000,2.593899,1.282196,0.811567,1.017660
169.200000,2.620753,1.275183,0.727057,0.972364
169.300000,2.578550,1.253320,0.831978,1.003329
169.400000,2.520551,1.240779,0.792038,1.035202
169.500000,2.533414,1.292083,0.819210,2.759180
169.600000,2.560702,1.239876,0.818532,2.719566
169.700000,2.527955,1.256905,0.849534,0.959274
169.800000,2.548757,1.249477,0.797214,1.045654
169.900000,2.531284,1.261700,0.837163,2.699206
170.000000,1.246001,1.285702,0.878431,0.973365
170.100000,2.465651,1.286977,0.848227,1.020033
170.200000,1.265963,1.304014,0.822856,1.045299
170.300000,2.406994,1.305066,0.829418,2.583588
170.400000,2.461409,1.293813,0.774764,2.580497
170.500000,2.419488,1.285689,0.793672,1.079215
170.600000,2.488576,1.292985,0.825082,0.971931
170.700000,2.413369,1.299043,0.813976,1.028039
170.800000,2.392754,1.301537,0.859607,2.647906
170.900000,2.417059,1.315064,0.865274,2.574917
171.000000,2.413992,1.304992,0.881330,2.585671
171.100000,2.385350,1.300958,0.877120,2.637903
171.200000,2.581886,1.299476,0.871639,1.057403
171.300000,2.503354,1.279313,0.902288,2.606860
171.400000,1.340210,1.321617,0.863777,1.012943
171.500000,2.554437,1.300529,0.843729,1.004686
171.600000,2.563446,1.291067,0.874170,0.981088
171.700000,2.630492,1.252911,0.875329,1.062215
171.800000,1.361128,1.281424,0.859914,2.559839
171.900000,2.599169,1.306646,0.884944,2.552725
172.000000,2.553474,1.297229,0.814074,2.604961
172.100000,1.351496,1.287706,0.859782,2.668995
172.200000,1.347711,1.309194,0.857105,2.665208
172.300000,2.666195,1.223477,0.865518,2.740436
172.400000,2.710585,1.269739,0.825481,2.715144
172.500000,2.749919,1.282310,0.818428,2.750813
172.600000,2.686978,1.290928,0.775571,2.803225
172.700000,1.470508,1.289656,0.838100,2.797253
172.800000,2.765742,1.291174,0.788601,1.047397
172.900000,1.378518,1.315651,0.803215,2.755467
173.000000,1.323729,1.292902,0.778027,2.799760
173.100000,1.264992,1.309248,0.781605,1.095223
173.200000,2.968371,1.305164,0.816053,2.913938
173.300000,1.236832,1.322787,0.879420,2.899472
173.400000,1.279958,1.295102,0.807422,2.802981
173.500000,1.328628,1.320289,0.852347,2.796511
173.600000,1.274242,1.318423,0.829734,2.801478
173.700000,3.215429,1.329687,0.767694,2.787906
173.800000,1.267250,1.301103,0.773054,2.799759
173.900000,1.292911,1.323836,0.792030,2.814996
174.000000,1.265798,1.298323,0.744319,2.859608
174.100000,1.288329,1.308874,0.842040,2.925300
174.200000,1.344117,1.290654,0.836512,2.991249
174.300000,1.341749,1.293288,0.788567,3.111649
174.400000,1.366689,1.309828,0.764082,3.133249
174.500000,1.422153,1.327026,0.837166,3.072658
174.600000,1.402157,1.303738,0.867356,3.104656
174.700000,1.417503,1.314705,0.834773,3.090633
174.800000,1.350742,1.267824,0.815612,1.207087
174.900000,1.451731,1.274623,0.823244,3.139813
175.000000,1.490759,1.309167,0.829910,3.207765
175.100000,1.490857,1.275707,0.873871,3.185087
175.200000,1.429922,1.312305,0.852501,3.172619
175.300000,1.379736,1.239864,0.879939,3.196359
175.400000,1.383148,1.264895,0.858874,3.239764
175.500000,1.448048,1.276289,0.846684,3.284424
175.600000,1.435465,1.278722,0.859648,3.220162
175.700000,1.384952,1.300985,0.892318,3.243419
175.800000,1.415920,1.284116,0.875858,3.262883
175.900000,1.465872,1.263078,0.849937,3.275707
176.000000,1.433015,1.280471,0.859234,3.322710
176.100000,1.405657,1.294423,0.857293,3.281742
176.200000,1.361512,1.311405,0.896643,3.188296
176.300000,1.361121,1.281472,0.854478,3.235008
176.400000,1.234224,1.273128,0.862543,3.298148
176.500000,1.205901,1.284808,0.863249,3.275395
176.600000,1.251756,1.259378,0.877274,3.406043
176.700000,1.318458,1.282279,0.849657,3.264592
176.800000,1.313894,1.267043,0.867277,3.210206
176.900000,1.350349,1.258869,0.874768,3.160297
177.000000,1.294184,1.270762,0.937068,3.175309
177.100000,1.284567,1.266809,0.902061,3.180223
177.200000,1.301903,1.300256,0.899220,3.142378
177.300000,1.222102,1.266183,0.905709,3.206529
177.400000,1.255104,1.258716,0.897493,3.215289
177.500000,1.320294,1.257355,0.859274,3.215605
177.600000,1.323395,1.239693,0.875192,3.176222
177.700000,1.380435,1.260972,0.850799,3.124016
177.800000,1.365177,1.254300,0.828346,3.130322
177.900000,1.331331,1.234254,0.819754,3.184248
178.000000,1.407971,1.248424,0.849333,3.225791
178.100000,1.353068,1.283159,0.862102,3.272733
178.200000,1.364540,1.268239,0.893003,3.277088
178.300000,1.404556,1.277068,0.872623,3.226993
178.400000,1.383412,1.282212,0.889621,3.252101
178.500000,1.400001,1.305543,0.882755,3.119836
178.600000,1.384476,1.249713,0.871142,2.954536
178.700000,1.380545,1.277044,0.898395,3.056527
178.800000,1.362506,1.258141,0.922145,3.028099
178.900000,1.325516,1.275775,0.913912,3.140816
179.000000,1.386291,1.275528,0.921531,3.071604
179.100000,1.368084,1.258255,0.928221,3.080818
179.200000,1.365991,1.255887,0.937922,3.065849
179.300000,1.375623,1.260920,0.925585,3.080541
179.400000,1.423547,1.249245,0.912193,3.029943
179.500000,1.387851,1.242594,0.955044,2.999137
179.600000,1.418499,1.245790,0.914380,3.009683
179.700000,1.402782,1.223085,0.850033,2.963287
179.800000,1.382711,1.229519,0.868995,3.020525
179.900000,1.405729,1.236280,0.862896,3.008999
180.000000,1.381596,1.237772,0.830451,3.003213
180.100000,1.435986,1.258268,0.882050,2.937898
180.200000,1.388791,1.235133,0.896373,2.849952
180.300000,1.418528,1.251625,0.931965,1.192447
180.400000,1.442554,1.261431,0.893503,1.142630
180.500000,1.389686,1.234806,0.854948,2.870194
180.600000,1.378021,1.242097,0.881524,2.816917
180.700000,1.411657,1.258501,0.847187,2.829023
180.800000,1.411501,1.261241,0.827274,2.824922
180.900000,1.379082,1.256380,0.884625,2.811418
181.000000,1.405950,1.264914,0.851158,2.810732
181.100000,1.349566,1.285827,0.866181,2.838875
181.200000,1.329145,1.274041,0.736161,2.833080
181.300000,1.328578,1.255899,0.823163,2.821626
181.400000,1.338295,1.276404,0.869328,2.833740
181.500000,1.288583,1.262655,0.822838,2.786070
181.600000,1.317997,1.240712,0.824079,2.937508
181.700000,1.344358,1.276755,0.852888,2.981774
181.800000,1.361257,1.284439,0.870655,2.923298
181.900000,1.318245,1.282428,0.823637,2.983291
182.000000,1.364186,1.272600,0.897010,2.963036
182.100000,1.345738,1.282343,0.889615,3.012069
182.200000,1.389295,1.271403,0.853612,1.180585
182.300000,1.405779,1.254673,0.917455,3.005255
182.400000,1.345285,1.280900,0.879970,3.037284
182.500000,1.358550,1.240826,0.837718,2.967745
182.600000,1.394401,1.268813,0.850056,2.958979
182.700000,1.373511,1.248964,0.884056,2.950694
182.800000,1.414194,1.256335,0.847039,1.216999
182.900000,1.414581,1.227764,0.861260,1.265956
183.000000,1.407150,1.237604,0.855203,1.224325
183.100000,1.451685,1.238584,0.834620,2.982441
183.200000,1.417073,1.248352,0.815727,1.307780
183.300000,1.466436,1.262418,0.826318,1.308384
183.400000,1.473435,1.259936,0.862566,1.335684
183.500000,1.392186,1.235503,0.851519,1.341934
183.600000,1.403850,1.266059,0.845556,1.336687
183.700000,1.384662,2.850355,0.815228,1.281484
183.800000,1.437947,1.254204,0.846457,1.325023
183.900000,1.399793,1.280346,0.840580,1.345123
184.000000,1.399651,1.266770,0.779307,1.356854
184.100000,1.454873,1.301072,0.835037,1.310860
184.200000,1.405117,1.238236,0.824879,1.325222
184.300000,1.351352,1.252414,0.852492,1.321399
184.400000,1.372398,1.256868,0.826466,1.341224
184.500000,1.352618,1.261329,0.895926,1.339944
184.600000,1.392693,1.261876,0.834823,1.347052
184.700000,1.301886,1.292618,0.874679,1.307715
184.800000,1.322425,1.296328,0.876207,1.286115
184.900000,1.360653,1.287089,0.845260,1.308317
185.000000,1.334880,2.711967,0.868641,1.267143
185.100000,1.376712,1.333315,0.844616,1.347366
185.200000,1.355787,1.284237,0.919395,1.379937
185.300000,1.263806,1.295140,0.844911,1.322585
185.400000,1.270307,1.294073,0.835412,1.336659
185.500000,1.311463,1.291401,0.904292,1.348542
185.600000,1.362115,1.254747,0.853535,1.392658
185.700000,1.342716,1.305859,0.821043,1.389374
185.800000,1.320317,1.282134,0.866065,1.396185
185.900000,1.355990,1.272974,0.938656,1.357392
186.000000,1.325826,1.277248,0.928373,1.390423
186.100000,1.366616,1.248346,0.866104,1.356361
186.200000,1.304076,1.243002,0.816299,1.397989
186.300000,1.358396,1.212344,0.864069,1.430748
186.400000,1.319949,1.202706,0.822873,1.422172
186.500000,1.306024,1.178617,0.828976,1.441801
186.600000,1.364657,1.264795,0.850109,1.444332
186.700000,1.321751,1.241733,0.884560,1.423288
186.800000,1.304425,1.244793,0.862962,1.457156
186.900000,1.323211,1.255974,0.867471,1.452936
187.000000,1.274468,1.265909,0.901448,1.421006
187.100000,1.353291,2.750987,0.875072,1.457683
187.200000,1.354827,2.787229,0.867403,1.450668
187.300000,1.370801,2.807371,0.862310,1.463844
187.400000,1.414229,2.764636,0.837493,1.410219
187.500000,1.320916,2.717214,0.797208,1.384096
187.600000,1.343539,1.261750,0.833174,1.367556
187.700000,1.377132,1.296257,0.847578,1.370786
187.800000,1.398428,1.285282,0.839678,1.334704
187.900000,1.349347,2.726013,0.851894,1.360447
188.000000,1.368624,1.285397,0.854497,1.404805
188.100000,1.376729,1.305534,0.831191,1.318833
188.200000,1.363674,2.707552,0.808549,1.374399
188.300000,1.321112,2.679739,0.775918,1.373841
188.400000,1.306177,1.301275,0.764455,1.416475
188.500000,1.356010,1.318661,0.793389,1.365829
188.600000,1.351042,1.292521,0.788040,1.426633
188.700000,1.324354,1.297295,0.863019,1.461961
188.800000,1.348114,1.302249,0.799439,1.397514
188.900000,1.387375,1.293383,0.796732,1.367301
189.000000,1.348163,1.274501,0.813178,1.365497
189.100000,1.353682,1.324325,0.780088,1.356471
189.200000,1.334105,1.290470,0.865974,1.354221
189.300000,1.263623,1.315808,0.832732,1.382163
189.400000,1.295257,1.319068,0.792530,1.399613
189.500000,1.293229,1.293717,0.827230,1.400153
189.600000,1.298957,1.280598,0.833381,1.411221
189.700000,1.339086,1.322642,0.852195,1.413622
189.800000,1.276646,1.332878,0.838564,1.361806
189.900000,1.293656,1.388302,0.811500,1.410086
190.000000,1.282586,1.316647,0.818211,1.414913
190.100000,1.341557,1.292464,0.795307,1.421127
190.200000,1.335308,1.301539,0.834602,1.371222
190.300000,1.336456,1.318539,0.887598,1.356445
190.400000,1.322497,1.292802,0.800894,1.387582
190.500000,1.327080,1.277410,0.792803,1.365077
190.600000,1.384738,1.325113,0.841369,1.383351
190.700000,1.397121,1.276616,0.791771,1.370300
190.800000,1.447535,1.317263,0.842654,1.349645
190.900000,1.446759,1.291040,0.824874,1.352698
191.000000,1.401973,1.303794,0.854583,1.395229
191.100000,1.339803,1.270993,0.856080,1.417777
191.200000,1.325860,1.317234,0.896358,1.414439
191.300000,1.298974,1.292829,0.813815,1.399184
191.400000,1.318248,1.341548,0.865370,1.445148
191.500000,1.350611,1.351655,0.816331,1.382662
191.600000,1.305829,1.301572,0.805782,1.382250
191.700000,1.355357,1.278603,0.814496,1.400424
191.800000,1.344692,1.301369,0.826553,1.391370
191.900000,1.306425,1.349441,0.836301,1.375271
192.000000,1.284884,1.336640,0.809705,1.411272
192.100000,1.323084,1.312764,0.838748,1.387167
192.200000,1.325982,1.347833,0.810095,1.375312
192.300000,1.297201,1.366520,0.860957,1.423006
192.400000,1.323318,1.334156,0.831467,1.387311
192.500000,1.297625,1.305851,0.801477,1.387371
192.600000,1.328170,1.297195,0.806984,1.404925
192.700000,1.340466,1.340587,0.814104,1.383848
192.800000,1.405944,1.325319,0.841820,1.367768
192.900000,1.293852,1.288912,0.829477,1.391639
193.000000,1.343392,1.308497,0.832498,1.375718
193.100000,1.374931,1.278826,0.815801,1.387923
193.200000,1.377853,1.251486,0.863132,1.399602
193.300000,1.372806,1.275696,0.864302,1.403342
193.400000,1.368959,1.322720,0.789558,1.410649
193.500000,1.350985,1.286815,0.816241,1.383982
193.600000,1.373584,1.325773,0.894217,1.376009
193.700000,1.380834,1.302382,0.894246,1.399616
193.800000,1.390652,1.302463,0.884519,1.386046
193.900000,1.351236,1.293056,0.892077,1.397646
194.000000,1.301876,1.265194,0.837051,1.394527
194.100000,1.382382,1.317141,0.873823,1.392687
194.200000,1.286724,1.311840,0.890144,1.371041
194.300000,1.306270,1.334605,0.831743,1.408306
194.400000,1.319779,1.323582,0.810705,1.401078
194.500000,1.344115,1.361485,0.848570,1.400005
194.600000,1.376665,1.312040,0.826346,1.385612
194.700000,1.327847,1.317387,0.795611,1.417033
194.800000,1.351305,1.304884,0.777620,1.385474
194.900000,1.305616,1.307645,0.765283,1.391698
195.000000,1.381774,1.305502,0.803009,1.375363
195.100000,1.364724,1.295568,0.737520,1.387314
195.200000,1.311041,1.288436,0.777666,1.370298
195.300000,1.289108,1.334025,0.820232,1.395716
195.400000,1.312575,1.296823,0.842259,1.348277
195.500000,1.321920,1.280391,0.876409,1.355166
195.600000,1.319680,1.310498,0.823802,1.378254
195.700000,1.341251,1.332422,0.818113,1.389540
195.800000,1.333981,1.284163,0.827183,1.378014
195.900000,1.229411,1.316117,0.845354,1.369045
196.000000,1.307541,1.265155,0.834441,1.370632
196.100000,1.313028,1.271782,0.861758,1.368576
196.200000,1.253133,1.313492,0.851035,1.373497
196.300000,1.255448,1.335681,0.852187,1.384686
196.400000,1.302756,1.347342,0.908191,1.406197
196.500000,1.313896,1.342773,0.849351,1.386058
196.600000,1.293738,1.320113,0.870670,1.384687
196.700000,1.304298,1.309047,0.849444,1.341571
196.800000,1.324159,1.375196,0.822626,1.364520
196.900000,1.303926,1.381013,0.879722,1.393535
197.000000,1.341846,1.352864,0.843268,1.412531
197.100000,1.329091,1.317874,0.809909,1.413899
197.200000,1.284933,1.364587,0.805081,1.386365
197.300000,1.391837,1.334465,0.868615,1.379435
197.400000,1.344051,1.307025,0.832404,1.358062
197.500000,1.325719,1.327734,0.875254,1.394006
197.600000,1.301212,1.346325,0.820230,1.338691
197.700000,1.355749,1.334511,0.826955,1.342392
197.800000,1.277498,1.308053,0.828553,1.438265
197.900000,1.247632,1.300080,0.890381,1.364156
198.000000,1.265264,1.269910,0.872855,1.362877
198.100000,1.307377,1.306284,0.836930,1.334391
198.200000,1.290836,1.304166,0.847475,1.348430
198.300000,1.308394,1.314641,0.839284,1.373381
198.400000,1.360565,1.365244,0.827723,1.331429
198.500000,1.281183,1.347032,0.817591,1.336355
198.600000,1.299785,1.344889,0.812711,1.338115
198.700000,1.286074,1.360455,0.838619,1.350418
198.800000,1.266221,1.350131,0.836750,1.384027
198.900000,1.325737,1.315581,0.848822,1.372190
199.000000,1.367870,1.340814,0.878671,1.375508
199.100000,1.386736,1.324231,0.862262,1.385658
199.200000,1.371021,1.324596,0.819068,1.389682
199.300000,1.325060,1.337401,0.839278,1.349439
199.400000,1.366384,1.316201,0.905400,1.327083
199.500000,1.349854,1.295192,0.848885,1.358139
199.600000,1.352373,1.338723,0.868726,1.343827
199.700000,1.332906,1.340646,0.908370,1.347780
199.800000,1.399221,1.349790,0.913812,1.341508
199.900000,1.384197,1.330173,0.908116,1.362500
200.000000,1.357391,1.347253,0.885356,1.352163
